# File: A54.india_state_StubTranTechCost.csv
# Title: Non-energy sub technology transport cost at state level
# Units: 1990$/vkm
# Column types: ccccnnnnnnnnnnnnnnnnnnn
# ----------
region,supplysector,tranSubsector,stub.technology,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
DL,trn_freight_road,Truck,Electric,0.020607652,0.016904913,0.013867474,0.011375796,0.00967463,0.008952103,0.008685347,0.008513128,0.008406406,0.008310643,0.008226493,0.00815361,0.008091694,0.00804049,0.007999787,0.007969415,0.007949244,0.007939184,0.007939184
DN,trn_freight_road,Truck,Electric,0.039803086,0.032651352,0.026784626,0.021972021,0.01868627,0.017290728,0.016775498,0.016442861,0.016236732,0.016051768,0.015889235,0.015748463,0.015628873,0.015529975,0.015451358,0.015392695,0.015353735,0.015334305,0.015334305
GA,trn_freight_road,Truck,Electric,0.039803086,0.032651352,0.026784626,0.021972021,0.01868627,0.017290728,0.016775498,0.016442861,0.016236732,0.016051768,0.015889235,0.015748463,0.015628873,0.015529975,0.015451358,0.015392695,0.015353735,0.015334305,0.015334305
GJ,trn_freight_road,Truck,Electric,0.039803086,0.032651352,0.026784626,0.021972021,0.01868627,0.017290728,0.016775498,0.016442861,0.016236732,0.016051768,0.015889235,0.015748463,0.015628873,0.015529975,0.015451358,0.015392695,0.015353735,0.015334305,0.015334305
HP,trn_freight_road,Truck,Electric,0.020607652,0.016904913,0.013867474,0.011375796,0.00967463,0.008952103,0.008685347,0.008513128,0.008406406,0.008310643,0.008226493,0.00815361,0.008091694,0.00804049,0.007999787,0.007969415,0.007949244,0.007939184,0.007939184
HR,trn_freight_road,Truck,Electric,0.020607652,0.016904913,0.013867474,0.011375796,0.00967463,0.008952103,0.008685347,0.008513128,0.008406406,0.008310643,0.008226493,0.00815361,0.008091694,0.00804049,0.007999787,0.007969415,0.007949244,0.007939184,0.007939184
JH,trn_freight_road,Truck,Electric,0.02974124,0.024397397,0.020013725,0.016417701,0.013962557,0.012919795,0.01253481,0.01228626,0.012132239,0.011994032,0.011872586,0.0117674,0.011678041,0.011604143,0.0115454,0.011501567,0.011472456,0.011457937,0.011457937
JK,trn_freight_road,Truck,Electric,0.020607652,0.016904913,0.013867474,0.011375796,0.00967463,0.008952103,0.008685347,0.008513128,0.008406406,0.008310643,0.008226493,0.00815361,0.008091694,0.00804049,0.007999787,0.007969415,0.007949244,0.007939184,0.007939184
KA,trn_freight_road,Truck,Electric,0.022122862,0.018147873,0.014887102,0.012212219,0.010385973,0.00961032,0.009323951,0.009139069,0.009024501,0.008921696,0.008831359,0.008753117,0.008686648,0.00863168,0.008587984,0.008555379,0.008533724,0.008522925,0.008522925
KL,trn_freight_road,Truck,Electric,0.022122862,0.018147873,0.014887102,0.012212219,0.010385973,0.00961032,0.009323951,0.009139069,0.009024501,0.008921696,0.008831359,0.008753117,0.008686648,0.00863168,0.008587984,0.008555379,0.008533724,0.008522925,0.008522925
LA,trn_freight_road,Truck,Electric,0.020607652,0.016904913,0.013867474,0.011375796,0.00967463,0.008952103,0.008685347,0.008513128,0.008406406,0.008310643,0.008226493,0.00815361,0.008091694,0.00804049,0.007999787,0.007969415,0.007949244,0.007939184,0.007939184
LD,trn_freight_road,Truck,Electric,0.022122862,0.018147873,0.014887102,0.012212219,0.010385973,0.00961032,0.009323951,0.009139069,0.009024501,0.008921696,0.008831359,0.008753117,0.008686648,0.00863168,0.008587984,0.008555379,0.008533724,0.008522925,0.008522925
MH,trn_freight_road,Truck,Electric,0.039803086,0.032651352,0.026784626,0.021972021,0.01868627,0.017290728,0.016775498,0.016442861,0.016236732,0.016051768,0.015889235,0.015748463,0.015628873,0.015529975,0.015451358,0.015392695,0.015353735,0.015334305,0.015334305
ML,trn_freight_road,Truck,Electric,0.02974124,0.024397397,0.020013725,0.016417701,0.013962557,0.012919795,0.01253481,0.01228626,0.012132239,0.011994032,0.011872586,0.0117674,0.011678041,0.011604143,0.0115454,0.011501567,0.011472456,0.011457937,0.011457937
MN,trn_freight_road,Truck,Electric,0.02974124,0.024397397,0.020013725,0.016417701,0.013962557,0.012919795,0.01253481,0.01228626,0.012132239,0.011994032,0.011872586,0.0117674,0.011678041,0.011604143,0.0115454,0.011501567,0.011472456,0.011457937,0.011457937
MP,trn_freight_road,Truck,Electric,0.039803086,0.032651352,0.026784626,0.021972021,0.01868627,0.017290728,0.016775498,0.016442861,0.016236732,0.016051768,0.015889235,0.015748463,0.015628873,0.015529975,0.015451358,0.015392695,0.015353735,0.015334305,0.015334305
MZ,trn_freight_road,Truck,Electric,0.02974124,0.024397397,0.020013725,0.016417701,0.013962557,0.012919795,0.01253481,0.01228626,0.012132239,0.011994032,0.011872586,0.0117674,0.011678041,0.011604143,0.0115454,0.011501567,0.011472456,0.011457937,0.011457937
NL,trn_freight_road,Truck,Electric,0.02974124,0.024397397,0.020013725,0.016417701,0.013962557,0.012919795,0.01253481,0.01228626,0.012132239,0.011994032,0.011872586,0.0117674,0.011678041,0.011604143,0.0115454,0.011501567,0.011472456,0.011457937,0.011457937
OD,trn_freight_road,Truck,Electric,0.02974124,0.024397397,0.020013725,0.016417701,0.013962557,0.012919795,0.01253481,0.01228626,0.012132239,0.011994032,0.011872586,0.0117674,0.011678041,0.011604143,0.0115454,0.011501567,0.011472456,0.011457937,0.011457937
PB,trn_freight_road,Truck,Electric,0.020607652,0.016904913,0.013867474,0.011375796,0.00967463,0.008952103,0.008685347,0.008513128,0.008406406,0.008310643,0.008226493,0.00815361,0.008091694,0.00804049,0.007999787,0.007969415,0.007949244,0.007939184,0.007939184
PC,trn_freight_road,Truck,Electric,0.022122862,0.018147873,0.014887102,0.012212219,0.010385973,0.00961032,0.009323951,0.009139069,0.009024501,0.008921696,0.008831359,0.008753117,0.008686648,0.00863168,0.008587984,0.008555379,0.008533724,0.008522925,0.008522925
RJ,trn_freight_road,Truck,Electric,0.020607652,0.016904913,0.013867474,0.011375796,0.00967463,0.008952103,0.008685347,0.008513128,0.008406406,0.008310643,0.008226493,0.00815361,0.008091694,0.00804049,0.007999787,0.007969415,0.007949244,0.007939184,0.007939184
SK,trn_freight_road,Truck,Electric,0.02974124,0.024397397,0.020013725,0.016417701,0.013962557,0.012919795,0.01253481,0.01228626,0.012132239,0.011994032,0.011872586,0.0117674,0.011678041,0.011604143,0.0115454,0.011501567,0.011472456,0.011457937,0.011457937
TN,trn_freight_road,Truck,Electric,0.022122862,0.018147873,0.014887102,0.012212219,0.010385973,0.00961032,0.009323951,0.009139069,0.009024501,0.008921696,0.008831359,0.008753117,0.008686648,0.00863168,0.008587984,0.008555379,0.008533724,0.008522925,0.008522925
TR,trn_freight_road,Truck,Electric,0.02974124,0.024397397,0.020013725,0.016417701,0.013962557,0.012919795,0.01253481,0.01228626,0.012132239,0.011994032,0.011872586,0.0117674,0.011678041,0.011604143,0.0115454,0.011501567,0.011472456,0.011457937,0.011457937
TS,trn_freight_road,Truck,Electric,0.022122862,0.018147873,0.014887102,0.012212219,0.010385973,0.00961032,0.009323951,0.009139069,0.009024501,0.008921696,0.008831359,0.008753117,0.008686648,0.00863168,0.008587984,0.008555379,0.008533724,0.008522925,0.008522925
UK,trn_freight_road,Truck,Electric,0.020607652,0.016904913,0.013867474,0.011375796,0.00967463,0.008952103,0.008685347,0.008513128,0.008406406,0.008310643,0.008226493,0.00815361,0.008091694,0.00804049,0.007999787,0.007969415,0.007949244,0.007939184,0.007939184
UP,trn_freight_road,Truck,Electric,0.020607652,0.016904913,0.013867474,0.011375796,0.00967463,0.008952103,0.008685347,0.008513128,0.008406406,0.008310643,0.008226493,0.00815361,0.008091694,0.00804049,0.007999787,0.007969415,0.007949244,0.007939184,0.007939184
WB,trn_freight_road,Truck,Electric,0.02974124,0.024397397,0.020013725,0.016417701,0.013962557,0.012919795,0.01253481,0.01228626,0.012132239,0.011994032,0.011872586,0.0117674,0.011678041,0.011604143,0.0115454,0.011501567,0.011472456,0.011457937,0.011457937
AN,trn_freight_road,Truck,NG,0.009115836,0.009392041,0.009676616,0.009969813,0.010271886,0.010583104,0.010903744,0.01123409,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437
AP,trn_freight_road,Truck,NG,0.009115836,0.009392041,0.009676616,0.009969813,0.010271886,0.010583104,0.010903744,0.01123409,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437
AR,trn_freight_road,Truck,NG,0.012255027,0.012626348,0.013008921,0.013403085,0.013809182,0.014227573,0.014658631,0.015102737,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288
AS,trn_freight_road,Truck,NG,0.012255027,0.012626348,0.013008921,0.013403085,0.013809182,0.014227573,0.014658631,0.015102737,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288
BR,trn_freight_road,Truck,NG,0.012255027,0.012626348,0.013008921,0.013403085,0.013809182,0.014227573,0.014658631,0.015102737,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288
CG,trn_freight_road,Truck,NG,0.016401061,0.016898005,0.017410007,0.017937522,0.018481007,0.019040945,0.019617835,0.020212188,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534
CH,trn_freight_road,Truck,NG,0.008491486,0.008748774,0.009013858,0.009286974,0.009568358,0.00985826,0.010156939,0.010464659,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696
DD,trn_freight_road,Truck,NG,0.016401061,0.016898005,0.017410007,0.017937522,0.018481007,0.019040945,0.019617835,0.020212188,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534
DL,trn_freight_road,Truck,NG,0.008491486,0.008748774,0.009013858,0.009286974,0.009568358,0.00985826,0.010156939,0.010464659,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696
DN,trn_freight_road,Truck,NG,0.016401061,0.016898005,0.017410007,0.017937522,0.018481007,0.019040945,0.019617835,0.020212188,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534
GA,trn_freight_road,Truck,NG,0.016401061,0.016898005,0.017410007,0.017937522,0.018481007,0.019040945,0.019617835,0.020212188,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534
GJ,trn_freight_road,Truck,NG,0.016401061,0.016898005,0.017410007,0.017937522,0.018481007,0.019040945,0.019617835,0.020212188,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534
HP,trn_freight_road,Truck,NG,0.008491486,0.008748774,0.009013858,0.009286974,0.009568358,0.00985826,0.010156939,0.010464659,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696
HR,trn_freight_road,Truck,NG,0.008491486,0.008748774,0.009013858,0.009286974,0.009568358,0.00985826,0.010156939,0.010464659,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696
JH,trn_freight_road,Truck,NG,0.012255027,0.012626348,0.013008921,0.013403085,0.013809182,0.014227573,0.014658631,0.015102737,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288
JK,trn_freight_road,Truck,NG,0.008491486,0.008748774,0.009013858,0.009286974,0.009568358,0.00985826,0.010156939,0.010464659,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696
KA,trn_freight_road,Truck,NG,0.009115836,0.009392041,0.009676616,0.009969813,0.010271886,0.010583104,0.010903744,0.01123409,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437
KL,trn_freight_road,Truck,NG,0.009115836,0.009392041,0.009676616,0.009969813,0.010271886,0.010583104,0.010903744,0.01123409,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437
LA,trn_freight_road,Truck,NG,0.008491486,0.008748774,0.009013858,0.009286974,0.009568358,0.00985826,0.010156939,0.010464659,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696
LD,trn_freight_road,Truck,NG,0.009115836,0.009392041,0.009676616,0.009969813,0.010271886,0.010583104,0.010903744,0.01123409,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437
MH,trn_freight_road,Truck,NG,0.016401061,0.016898005,0.017410007,0.017937522,0.018481007,0.019040945,0.019617835,0.020212188,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534
ML,trn_freight_road,Truck,NG,0.012255027,0.012626348,0.013008921,0.013403085,0.013809182,0.014227573,0.014658631,0.015102737,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288
MN,trn_freight_road,Truck,NG,0.012255027,0.012626348,0.013008921,0.013403085,0.013809182,0.014227573,0.014658631,0.015102737,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288
MP,trn_freight_road,Truck,NG,0.016401061,0.016898005,0.017410007,0.017937522,0.018481007,0.019040945,0.019617835,0.020212188,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534,0.020824534
MZ,trn_freight_road,Truck,NG,0.012255027,0.012626348,0.013008921,0.013403085,0.013809182,0.014227573,0.014658631,0.015102737,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288
NL,trn_freight_road,Truck,NG,0.012255027,0.012626348,0.013008921,0.013403085,0.013809182,0.014227573,0.014658631,0.015102737,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288
OD,trn_freight_road,Truck,NG,0.012255027,0.012626348,0.013008921,0.013403085,0.013809182,0.014227573,0.014658631,0.015102737,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288
PB,trn_freight_road,Truck,NG,0.008491486,0.008748774,0.009013858,0.009286974,0.009568358,0.00985826,0.010156939,0.010464659,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696
PC,trn_freight_road,Truck,NG,0.009115836,0.009392041,0.009676616,0.009969813,0.010271886,0.010583104,0.010903744,0.01123409,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437
RJ,trn_freight_road,Truck,NG,0.008491486,0.008748774,0.009013858,0.009286974,0.009568358,0.00985826,0.010156939,0.010464659,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696
SK,trn_freight_road,Truck,NG,0.012255027,0.012626348,0.013008921,0.013403085,0.013809182,0.014227573,0.014658631,0.015102737,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288
TN,trn_freight_road,Truck,NG,0.009115836,0.009392041,0.009676616,0.009969813,0.010271886,0.010583104,0.010903744,0.01123409,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437
TR,trn_freight_road,Truck,NG,0.012255027,0.012626348,0.013008921,0.013403085,0.013809182,0.014227573,0.014658631,0.015102737,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288
TS,trn_freight_road,Truck,NG,0.009115836,0.009392041,0.009676616,0.009969813,0.010271886,0.010583104,0.010903744,0.01123409,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437,0.011574437
UK,trn_freight_road,Truck,NG,0.008491486,0.008748774,0.009013858,0.009286974,0.009568358,0.00985826,0.010156939,0.010464659,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696
UP,trn_freight_road,Truck,NG,0.008491486,0.008748774,0.009013858,0.009286974,0.009568358,0.00985826,0.010156939,0.010464659,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696,0.010781696
WB,trn_freight_road,Truck,NG,0.012255027,0.012626348,0.013008921,0.013403085,0.013809182,0.014227573,0.014658631,0.015102737,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288,0.015560288
AN,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
AP,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
AR,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
AS,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
BR,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
CG,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
CH,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
DD,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
DL,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
DN,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
GA,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
GJ,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
HP,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
HR,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
JH,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
JK,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
KA,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
KL,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
LA,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
LD,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
MH,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
ML,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
MN,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
MP,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
MZ,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
NL,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
OD,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
PB,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
PC,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
RJ,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
SK,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
TN,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
TR,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
TS,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
UK,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
UP,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
WB,trn_freight_road,Truck,FCEV,0.29300885,0.243638605,0.208601887,0.178603662,0.15277624,0.130613849,0.112060791,0.096041034,0.08222943,0.068250427,0.05841475,0.056662308,0.054962438,0.053313565,0.051714158,0.050162733,0.048657851,0.047198116,0.045782172
