# File: A10.EB_SecFuel_mtoe.csv
# Title: Database of fuel consumption across sectors
# Units: Energy units in mtoe
# Source:  GHG platform
# Column types: cccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
State,GHG_Platform_sectors,GHG_Platform_fuels,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
CH,Commercial,biomass,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808,0.000403808
DD,Commercial,biomass,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214,0.000259214
DL,Commercial,biomass,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008,0.002366008
DN,Commercial,biomass,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946,0.001477946
GA,Commercial,biomass,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851,0.002811851
GJ,Commercial,biomass,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773,0.284766773
HP,Commercial,biomass,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066,0.081139066
HR,Commercial,biomass,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396,0.081062396
JH,Commercial,biomass,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681,0.203734681
JK,Commercial,biomass,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225,0.087415225
KA,Commercial,biomass,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724,0.503112724
KL,Commercial,biomass,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775,0.318030775
LA,Commercial,biomass,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532,0.001952532
LD,Commercial,biomass,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825,0.000394825
MH,Commercial,biomass,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691,0.433316691
ML,Commercial,biomass,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153,0.028565153
MN,Commercial,biomass,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276,0.01396276
MP,Commercial,biomass,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589,0.364531589
MZ,Commercial,biomass,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944,0.012239944
NL,Commercial,biomass,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553,0.02599553
OD,Commercial,biomass,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738,0.412085738
PB,Commercial,biomass,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373,0.128740373
PC,Commercial,biomass,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267,0.003241267
RJ,Commercial,biomass,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475,0.529492475
SK,Commercial,biomass,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384,0.002870384
TN,Commercial,biomass,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674,0.293302674
TR,Commercial,biomass,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331,0.059926331
TS,Commercial,biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UK,Commercial,biomass,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852,0.088371852
UP,Commercial,biomass,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925,0.745250925
WB,Commercial,biomass,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175,0.445319175
AN,Commercial,coal,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902,0.001873902
AP,Commercial,coal,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934,0.168803934
AR,Commercial,coal,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055,0.028874055
AS,Commercial,coal,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363,0.077821363
BR,Commercial,coal,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988,0.870696988
CG,Commercial,coal,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767,0.285572767
CH,Commercial,coal,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011,0.000641011
DD,Commercial,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DL,Commercial,coal,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079,0.002017079
DN,Commercial,coal,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05,1.50E-05
GA,Commercial,coal,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084,0.001876084
GJ,Commercial,coal,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023,0.321931023
HP,Commercial,coal,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603,0.020867603
HR,Commercial,coal,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428,0.010638428
JH,Commercial,coal,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704,3.701306704
JK,Commercial,coal,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389,0.091184389
KA,Commercial,coal,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027,0.009905027
KL,Commercial,coal,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063,0.055614063
