INPUT_TABLE,,,
Variable ID,,,
SubregionalIncShares,,,
,,,
region,gcam.consumer,inc.year.fillout,subregional.income.share
NL,resid urban,2030,0.62597595
OD,resid urban,2030,0.478975471
PB,resid urban,2030,0.558704433
PC,resid urban,2030,0.907612682
RJ,resid urban,2030,0.459098655
SK,resid urban,2030,0.421318742
TN,resid urban,2030,0.669287693
TR,resid urban,2030,0.652996384
TS,resid urban,2030,0.667549154
UK,resid urban,2030,0.690774565
UP,resid urban,2030,0.491418432
WB,resid urban,2030,0.660684157
AN,resid urban,2035,0.674003331
AP,resid urban,2035,0.586781624
AR,resid urban,2035,0.506008855
AS,resid urban,2035,0.391567851
BR,resid urban,2035,0.360190265
CG,resid urban,2035,0.581635313
CH,resid urban,2035,0.990933152
DD,resid urban,2035,0.947515078
DL,resid urban,2035,0.992175296
DN,resid urban,2035,0.864936287
GA,resid urban,2035,0.858987563
GJ,resid urban,2035,0.701064947
HP,resid urban,2035,0.379910321
HR,resid urban,2035,0.722419821
JH,resid urban,2035,0.591266797
JK,resid urban,2035,0.613314614
KA,resid urban,2035,0.704304088
KL,resid urban,2035,0.729650177
LA,resid urban,2035,0.600318493
LD,resid urban,2035,0.861717639
MH,resid urban,2035,0.767298785
ML,resid urban,2035,0.462041079
MN,resid urban,2035,0.671727585
MP,resid urban,2035,0.663261758
MZ,resid urban,2035,0.716765846
NL,resid urban,2035,0.649266313
OD,resid urban,2035,0.50525264
PB,resid urban,2035,0.58376047
PC,resid urban,2035,0.916751871
RJ,resid urban,2035,0.474710217
SK,resid urban,2035,0.42733771
TN,resid urban,2035,0.693012596
TR,resid urban,2035,0.686495599
TS,resid urban,2035,0.685122084
UK,resid urban,2035,0.711349478
UP,resid urban,2035,0.513896677
WB,resid urban,2035,0.685162142
AN,resid urban,2040,0.682209103
AP,resid urban,2040,0.6160552
AR,resid urban,2040,0.525558799
AS,resid urban,2040,0.416394565
BR,resid urban,2040,0.392893834
CG,resid urban,2040,0.594927774
CH,resid urban,2040,0.990951949
DD,resid urban,2040,0.952701135
DL,resid urban,2040,0.993118389
DN,resid urban,2040,0.882486734
GA,resid urban,2040,0.883343611
GJ,resid urban,2040,0.721179134
HP,resid urban,2040,0.415246774
HR,resid urban,2040,0.739385593
JH,resid urban,2040,0.621352647
JK,resid urban,2040,0.630530358
KA,resid urban,2040,0.726385733
KL,resid urban,2040,0.783099932
LA,resid urban,2040,0.613146209
LD,resid urban,2040,0.867718812
MH,resid urban,2040,0.791700593
ML,resid urban,2040,0.473584704
MN,resid urban,2040,0.702998506
MP,resid urban,2040,0.671544655
MZ,resid urban,2040,0.747451522
NL,resid urban,2040,0.671359728
OD,resid urban,2040,0.529792114
PB,resid urban,2040,0.608413032
PC,resid urban,2040,0.925854386
RJ,resid urban,2040,0.489815757
SK,resid urban,2040,0.433288929
TN,resid urban,2040,0.716428798
TR,resid urban,2040,0.71757184
TS,resid urban,2040,0.70214787
UK,resid urban,2040,0.730647339
UP,resid urban,2040,0.535427343
WB,resid urban,2040,0.708384388
AN,resid urban,2045,0.690109388
AP,resid urban,2045,0.644386366
AR,resid urban,2045,0.544433725
AS,resid urban,2045,0.440272403
BR,resid urban,2045,0.424223759
CG,resid urban,2045,0.607415129
CH,resid urban,2045,0.990971332
DD,resid urban,2045,0.958007379
DL,resid urban,2045,0.994060726
DN,resid urban,2045,0.899383251
GA,resid urban,2045,0.907552885
GJ,resid urban,2045,0.740895853
HP,resid urban,2045,0.448658047
HR,resid urban,2045,0.755588475
JH,resid urban,2045,0.649914469
JK,resid urban,2045,0.646939998
KA,resid urban,2045,0.74765882
KL,resid urban,2045,0.836549687
LA,resid urban,2045,0.625693575
LD,resid urban,2045,0.873764498
MH,resid urban,2045,0.815140657
ML,resid urban,2045,0.484648035
MN,resid urban,2045,0.732648143
MP,resid urban,2045,0.67917819
MZ,resid urban,2045,0.777853055
NL,resid urban,2045,0.692397185
OD,resid urban,2045,0.552799369
PB,resid urban,2045,0.632706801
PC,resid urban,2045,0.934952687
RJ,resid urban,2045,0.504453541
SK,resid urban,2045,0.439173952
TN,resid urban,2045,0.73957263
TR,resid urban,2045,0.746603903
TS,resid urban,2045,0.718668587
UK,resid urban,2045,0.748857633
UP,resid urban,2045,0.556090046
WB,resid urban,2045,0.730505008
AN,resid urban,2050,0.697726807
AP,resid urban,2050,0.671903768
AR,resid urban,2050,0.562681468
AS,resid urban,2050,0.463267433
BR,resid urban,2050,0.454272721
CG,resid urban,2050,0.61916943
CH,resid urban,2050,0.990991339
DD,resid urban,2050,0.963462529
DL,resid urban,2050,0.995002312
DN,resid urban,2050,0.915798089
GA,resid urban,2050,0.931698774
GJ,resid urban,2050,0.760312422
HP,resid urban,2050,0.480329949
HR,resid urban,2050,0.771134623
JH,resid urban,2050,0.677106841
JK,resid urban,2050,0.662628782
KA,resid urban,2050,0.768189043
KL,resid urban,2050,0.889999442
LA,resid urban,2050,0.637974899
LD,resid urban,2050,0.879858316
MH,resid urban,2050,0.837687232
ML,resid urban,2050,0.495260664
MN,resid urban,2050,0.76084479
MP,resid urban,2050,0.686204048
MZ,resid urban,2050,0.807991758
NL,resid urban,2050,0.712503538
OD,resid urban,2050,0.574452439
PB,resid urban,2050,0.656684758
PC,resid urban,2050,0.944079812
RJ,resid urban,2050,0.51865931
SK,resid urban,2050,0.44499429
TN,resid urban,2050,0.762479227
TR,resid urban,2050,0.773910163
TS,resid urban,2050,0.734723106
UK,resid urban,2050,0.766145616
UP,resid urban,2050,0.575956957
WB,resid urban,2050,0.751660027
AN,resid urban,2055,0.709380423
AP,resid urban,2055,0.68844045
AR,resid urban,2055,0.583854635
AS,resid urban,2055,0.485998949
BR,resid urban,2055,0.479077966
CG,resid urban,2055,0.635141094
CH,resid urban,2055,0.991227878
DD,resid urban,2055,0.964853283
DL,resid urban,2055,0.995150093
DN,resid urban,2055,0.917518477
GA,resid urban,2055,0.934249125
GJ,resid urban,2055,0.770624771
HP,resid urban,2055,0.503017136
HR,resid urban,2055,0.782796615
JH,resid urban,2055,0.696915856
JK,resid urban,2055,0.676789854
KA,resid urban,2055,0.78026877
KL,resid urban,2055,0.897970457
LA,resid urban,2055,0.656382752
LD,resid urban,2055,0.881035062
MH,resid urban,2055,0.844732431
ML,resid urban,2055,0.515800439
MN,resid urban,2055,0.775134873
MP,resid urban,2055,0.696311973
MZ,resid urban,2055,0.815514095
NL,resid urban,2055,0.729105236
OD,resid urban,2055,0.591706672
PB,resid urban,2055,0.672741085
PC,resid urban,2055,0.945800518
RJ,resid urban,2055,0.534921991
SK,resid urban,2055,0.468468925
TN,resid urban,2055,0.775530442
TR,resid urban,2055,0.786099162
TS,resid urban,2055,0.75070398
UK,resid urban,2055,0.777097975
UP,resid urban,2055,0.5967657
WB,resid urban,2055,0.765321274
AN,resid urban,2060,0.721296643
AP,resid urban,2060,0.705536618
AR,resid urban,2060,0.605578792
AS,resid urban,2060,0.509527015
BR,resid urban,2060,0.504815526
CG,resid urban,2060,0.651498973
CH,resid urban,2060,0.991475317
DD,resid urban,2060,0.966332775
DL,resid urban,2060,0.995298039
DN,resid urban,2060,0.919314143
GA,resid urban,2060,0.936876363
GJ,resid urban,2060,0.781344656
HP,resid urban,2060,0.526474141
HR,resid urban,2060,0.79477331
JH,resid urban,2060,0.717121373
JK,resid urban,2060,0.691271835
KA,resid urban,2060,0.792500014
KL,resid urban,2060,0.906012861
LA,resid urban,2060,0.675131079
LD,resid urban,2060,0.882229941
MH,resid urban,2060,0.851819938
ML,resid urban,2060,0.53699815
MN,resid urban,2060,0.789630386
MP,resid urban,2060,0.706592032
MZ,resid urban,2060,0.823129861
NL,resid urban,2060,0.746090461
OD,resid urban,2060,0.609401185
PB,resid urban,2060,0.689288015
PC,resid urban,2060,0.947591589
RJ,resid urban,2060,0.551718304
SK,resid urban,2060,0.492818738
TN,resid urban,2060,0.788556992
TR,resid urban,2060,0.798581625
TS,resid urban,2060,0.76694527
UK,resid urban,2060,0.788356363
UP,resid urban,2060,0.618114032
WB,resid urban,2060,0.779277546
AN,resid urban,2065,0.733503114
AP,resid urban,2065,0.723235291
AR,resid urban,2065,0.627856588
AS,resid urban,2065,0.533852833
BR,resid urban,2065,0.531476389
CG,resid urban,2065,0.668286761
CH,resid urban,2065,0.991734466
DD,resid urban,2065,0.967912062
DL,resid urban,2065,0.99544615
DN,resid urban,2065,0.921194132
GA,resid urban,2065,0.939584892
GJ,resid urban,2065,0.792517403
HP,resid urban,2065,0.55070538
HR,resid urban,2065,0.807101318
JH,resid urban,2065,0.73772851
JK,resid urban,2065,0.706101498
KA,resid urban,2065,0.804886057
KL,resid urban,2065,0.914127295
LA,resid urban,2065,0.694218704
LD,resid urban,2065,0.883443521
MH,resid urban,2065,0.858950071
ML,resid urban,2065,0.558878294
MN,resid urban,2065,0.804335981
MP,resid urban,2065,0.717080789
MZ,resid urban,2065,0.830840988
NL,resid urban,2065,0.763486249
OD,resid urban,2065,0.627564848
PB,resid urban,2065,0.706351624
PC,resid urban,2065,0.949458986
RJ,resid urban,2065,0.569081165
SK,resid urban,2065,0.518040624
TN,resid urban,2065,0.801569897
TR,resid urban,2065,0.811384386
TS,resid urban,2065,0.783453008
UK,resid urban,2065,0.799962295
UP,resid urban,2065,0.640010236
WB,resid urban,2065,0.793550312
AN,resid urban,2070,0.74603138
AP,resid urban,2070,0.741584634
AR,resid urban,2070,0.650690549
AS,resid urban,2070,0.558975466
BR,resid urban,2070,0.559046682
CG,resid urban,2070,0.68555663
CH,resid urban,2070,0.992006215
DD,resid urban,2070,0.969604087
DL,resid urban,2070,0.995594428
DN,resid urban,2070,0.92316891
GA,resid urban,2070,0.942379454
GJ,resid urban,2070,0.804194996
HP,resid urban,2070,0.575714085
HR,resid urban,2070,0.819822524
JH,resid urban,2070,0.758742996
JK,resid urban,2070,0.721309327
KA,resid urban,2070,0.817430393
KL,resid urban,2070,0.922314404
LA,resid urban,2070,0.713644304
LD,resid urban,2070,0.884676393
MH,resid urban,2070,0.866123156
ML,resid urban,2070,0.581469055
MN,resid urban,2070,0.819256685
MP,resid urban,2070,0.727822472
MZ,resid urban,2070,0.838649473
NL,resid urban,2070,0.781323117
OD,resid urban,2070,0.646231274
PB,resid urban,2070,0.723960169
PC,resid urban,2070,0.951409346
RJ,resid urban,2070,0.587047469
SK,resid urban,2070,0.544127818
TN,resid urban,2070,0.814580231
TR,resid urban,2070,0.824537518
TS,resid urban,2070,0.800233779
UK,resid urban,2070,0.811963964
UP,resid urban,2070,0.662463366
WB,resid urban,2070,0.808163423
AN,resid urban,2075,0.758917525
AP,resid urban,2075,0.760638716
AR,resid urban,2075,0.674083142
AS,resid urban,2075,0.584891794
BR,resid urban,2075,0.587507469
CG,resid urban,2075,0.703370935
CH,resid urban,2075,0.992291547
DD,resid urban,2075,0.971424104
DL,resid urban,2075,0.995742871
DN,resid urban,2075,0.925250652
GA,resid urban,2075,0.945265162
GJ,resid urban,2075,0.816437339
HP,resid urban,2075,0.601502337
HR,resid urban,2075,0.832985009
JH,resid urban,2075,0.78017126
JK,resid urban,2075,0.736930075
KA,resid urban,2075,0.830136751
KL,resid urban,2075,0.930574838
LA,resid urban,2075,0.733406437
LD,resid urban,2075,0.885929174
MH,resid urban,2075,0.873339535
ML,resid urban,2075,0.604802986
MN,resid urban,2075,0.83439792
MP,resid urban,2075,0.738870885
MZ,resid urban,2075,0.846557368
NL,resid urban,2075,0.799635528
OD,resid urban,2075,0.665439597
PB,resid urban,2075,0.742144323
PC,resid urban,2075,0.953450077
RJ,resid urban,2075,0.605658667
SK,resid urban,2075,0.571069732
TN,resid urban,2075,0.827599159
TR,resid urban,2075,0.8380748
TS,resid urban,2075,0.817294771
UK,resid urban,2075,0.824417577
UP,resid urban,2075,0.685483398
WB,resid urban,2075,0.823143406
AN,resid urban,2080,0.772202939
AP,resid urban,2080,0.780458394
AR,resid urban,2080,0.698036869
AS,resid urban,2080,0.61159648
BR,resid urban,2080,0.616834609
CG,resid urban,2080,0.721804345
CH,resid urban,2080,0.992591549
DD,resid urban,2080,0.973390215
DL,resid urban,2080,0.995891481
DN,resid urban,2080,0.927453609
GA,resid urban,2080,0.948247535
GJ,resid urban,2080,0.829313799
HP,resid urban,2080,0.628071129
HR,resid urban,2080,0.846644186
JH,resid urban,2080,0.802020528
JK,resid urban,2080,0.753003419
KA,resid urban,2080,0.843009101
KL,resid urban,2080,0.938909254
LA,resid urban,2080,0.753503558
LD,resid urban,2080,0.887202506
MH,resid urban,2080,0.880599561
ML,resid urban,2080,0.628917801
MN,resid urban,2080,0.849765541
MP,resid urban,2080,0.750291961
MZ,resid urban,2080,0.854566791
NL,resid urban,2080,0.818462435
OD,resid urban,2080,0.685235383
PB,resid urban,2080,0.760937429
PC,resid urban,2080,0.955589478
RJ,resid urban,2080,0.624961458
SK,resid urban,2080,0.598851824
TN,resid urban,2080,0.840637963
TR,resid urban,2080,0.852034264
TS,resid urban,2080,0.834643827
UK,resid urban,2080,0.837389034
UP,resid urban,2080,0.709081401
WB,resid urban,2080,0.838519802
AN,resid urban,2085,0.785935252
AP,resid urban,2085,0.801112362
AR,resid urban,2085,0.722554356
AS,resid urban,2085,0.639081959
BR,resid urban,2085,0.646998662
CG,resid urban,2085,0.740946558
CH,resid urban,2085,0.99290743
DD,resid urban,2085,0.97552407
DL,resid urban,2085,0.996040258
DN,resid urban,2085,0.929794568
GA,resid urban,2085,0.951332542
GJ,resid urban,2085,0.84290514
HP,resid urban,2085,0.655420441
HR,resid urban,2085,0.8608642
JH,resid urban,2085,0.824298922
JK,resid urban,2085,0.769574736
KA,resid urban,2085,0.856051676
KL,resid urban,2085,0.947318315
LA,resid urban,2085,0.773934057
LD,resid urban,2085,0.888497058
MH,resid urban,2085,0.887903599
ML,resid urban,2085,0.653857296
MN,resid urban,2085,0.865365865
MP,resid urban,2085,0.762167189
MZ,resid urban,2085,0.862679928
NL,resid urban,2085,0.837847912
OD,resid urban,2085,0.705671732
PB,resid urban,2085,0.780375795
PC,resid urban,2085,0.957836878
RJ,resid urban,2085,0.645008583
SK,resid urban,2085,0.627455506
TN,resid urban,2085,0.853708085
TR,resid urban,2085,0.866458845
TS,resid urban,2085,0.852289505
UK,resid urban,2085,0.850956047
UP,resid urban,2085,0.733269726
WB,resid urban,2085,0.854325554
AN,resid urban,2090,0.800169474
AP,resid urban,2090,0.822678401
AR,resid urban,2090,0.747638461
AS,resid urban,2090,0.667338459
BR,resid urban,2090,0.677964864
CG,resid urban,2090,0.760905768
CH,resid urban,2090,0.993240531
DD,resid urban,2090,0.977851778
DL,resid urban,2090,0.996189202
DN,resid urban,2090,0.932293445
GA,resid urban,2090,0.954526646
GJ,resid urban,2090,0.857305943
HP,resid urban,2090,0.68354934
HR,resid urban,2090,0.875719657
JH,resid urban,2090,0.84701557
JK,resid urban,2090,0.786696048
KA,resid urban,2090,0.869268983
KL,resid urban,2090,0.955802689
LA,resid urban,2090,0.794696282
LD,resid urban,2090,0.88981353
MH,resid urban,2090,0.895252028
ML,resid urban,2090,0.679672435
MN,resid urban,2090,0.881205706
MP,resid urban,2090,0.774598291
MZ,resid urban,2090,0.870899031
NL,resid urban,2090,0.857841905
OD,resid urban,2090,0.726810598
PB,resid urban,2090,0.800499025
PC,resid urban,2090,0.960202794
RJ,resid urban,2090,0.665859784
SK,resid urban,2090,0.656858091
TN,resid urban,2090,0.866821153
TR,resid urban,2090,0.881397149
TS,resid urban,2090,0.870241132
UK,resid urban,2090,0.865210849
UP,resid urban,2090,0.758062208
WB,resid urban,2090,0.870597467
AN,resid urban,2095,0.814969401
AP,resid urban,2095,0.845244878
AR,resid urban,2095,0.773292386
AS,resid urban,2095,0.696354038
BR,resid urban,2095,0.709693168
CG,resid urban,2095,0.781813164
CH,resid urban,2095,0.993592354
DD,resid urban,2095,0.980405121
DL,resid urban,2095,0.996338314
DN,resid urban,2095,0.934974055
GA,resid urban,2095,0.957836859
GJ,resid urban,2095,0.872627678
HP,resid urban,2095,0.712456104
HR,resid urban,2095,0.891297791
JH,resid urban,2095,0.870180724
JK,resid urban,2095,0.804427146
KA,resid urban,2095,0.882665825
KL,resid urban,2095,0.96436305
LA,resid urban,2095,0.815788575
LD,resid urban,2095,0.89115265
MH,resid urban,2095,0.902645242
ML,resid urban,2095,0.706422621
MN,resid urban,2095,0.897292409
MP,resid urban,2095,0.787713733
MZ,resid urban,2095,0.879226422
NL,resid urban,2095,0.878501103
OD,resid urban,2095,0.748724396
PB,resid urban,2095,0.821350392
PC,resid urban,2095,0.962699135
RJ,resid urban,2095,0.687582926
SK,resid urban,2095,0.687032782
TN,resid urban,2095,0.879989023
TR,resid urban,2095,0.896904386
TS,resid urban,2095,0.888508879
UK,resid urban,2095,0.880263692
UP,resid urban,2095,0.783474398
WB,resid urban,2095,0.887376734
AN,resid urban,2100,0.830409357
AP,resid urban,2100,0.868912546
AR,resid urban,2100,0.799519808
AS,resid urban,2100,0.72611465
BR,resid urban,2100,0.742138365
CG,resid urban,2100,0.803828827
CH,resid urban,2100,0.993964574
DD,resid urban,2100,0.983223183
DL,resid urban,2100,0.996487594
DN,resid urban,2100,0.937865109
GA,resid urban,2100,0.961270798
GJ,resid urban,2100,0.889002629
HP,resid urban,2100,0.742138365
HR,resid urban,2100,0.907701201
JH,resid urban,2100,0.89380589
JK,resid urban,2100,0.822836963
KA,resid urban,2100,0.896247317
KL,resid urban,2100,0.973000081
LA,resid urban,2100,0.837209302
LD,resid urban,2100,0.892515179
MH,resid urban,2100,0.910083647
ML,resid urban,2100,0.734177215
MN,resid urban,2100,0.913633895
MP,resid urban,2100,0.801677942
MZ,resid urban,2100,0.887664501
NL,resid urban,2100,0.899889989
OD,resid urban,2100,0.771497959
PB,resid urban,2100,0.842977271
PC,resid urban,2100,0.965339435
RJ,resid urban,2100,0.710255348
SK,resid urban,2100,0.717948718
TN,resid urban,2100,0.893223819
TR,resid urban,2100,0.913043478
TS,resid urban,2100,0.907103825
UK,resid urban,2100,0.896247416
UP,resid urban,2100,0.80952381
WB,resid urban,2100,0.904709558
