INPUT_TABLE,,,,,,
Variable ID,,,,,,
RegionTechEff,,,,,,
,,,,,,
Region,sector.name,subsector.name,technology,year,minicam.energy.input,efficiency
PC,electricity,biomass,biomass (conv CCS),2065,regional biomass,0.37
RJ,electricity,biomass,biomass (conv CCS),2065,regional biomass,0.37
SK,electricity,biomass,biomass (conv CCS),2065,regional biomass,0.37
TN,electricity,biomass,biomass (conv CCS),2065,regional biomass,0.37
TR,electricity,biomass,biomass (conv CCS),2065,regional biomass,0.37
TS,electricity,biomass,biomass (conv CCS),2065,regional biomass,0.37
UK,electricity,biomass,biomass (conv CCS),2065,regional biomass,0.37
UP,electricity,biomass,biomass (conv CCS),2065,regional biomass,0.37
WB,electricity,biomass,biomass (conv CCS),2065,regional biomass,0.37
AN,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
AP,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
AR,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
AS,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
BR,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
CG,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
CH,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
DD,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
DL,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
DN,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
GA,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
GJ,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
HP,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
HR,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
JH,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
JK,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
KA,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
KL,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
LA,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
LD,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
MH,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
ML,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
MN,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
MP,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
MZ,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
NL,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
OD,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
PB,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
PC,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
RJ,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
SK,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
TN,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
TR,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
TS,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
UK,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
UP,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
WB,electricity,biomass,biomass (conv CCS),2070,regional biomass,0.377
AN,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
AP,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
AR,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
AS,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
BR,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
CG,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
CH,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
DD,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
DL,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
DN,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
GA,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
GJ,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
HP,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
HR,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
JH,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
JK,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
KA,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
KL,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
LA,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
LD,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
MH,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
ML,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
MN,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
MP,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
MZ,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
NL,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
OD,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
PB,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
PC,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
RJ,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
SK,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
TN,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
TR,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
TS,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
UK,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
UP,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
WB,electricity,biomass,biomass (conv CCS),2075,regional biomass,0.383
AN,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
AP,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
AR,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
AS,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
BR,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
CG,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
CH,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
DD,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
DL,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
DN,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
GA,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
GJ,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
HP,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
HR,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
JH,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
JK,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
KA,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
KL,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
LA,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
LD,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
MH,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
ML,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
MN,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
MP,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
MZ,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
NL,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
OD,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
PB,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
PC,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
RJ,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
SK,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
TN,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
TR,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
TS,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
UK,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
UP,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
WB,electricity,biomass,biomass (conv CCS),2080,regional biomass,0.389
AN,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
AP,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
AR,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
AS,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
BR,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
CG,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
CH,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
DD,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
DL,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
DN,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
GA,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
GJ,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
HP,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
HR,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
JH,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
JK,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
KA,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
KL,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
LA,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
LD,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
MH,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
ML,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
MN,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
MP,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
MZ,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
NL,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
OD,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
PB,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
PC,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
RJ,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
SK,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
TN,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
TR,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
TS,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
UK,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
UP,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
WB,electricity,biomass,biomass (conv CCS),2085,regional biomass,0.394
AN,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
AP,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
AR,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
AS,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
BR,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
CG,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
CH,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
DD,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
DL,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
DN,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
GA,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
GJ,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
HP,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
HR,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
JH,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
JK,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
KA,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
KL,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
LA,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
LD,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
MH,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
ML,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
MN,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
MP,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
MZ,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
NL,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
OD,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
PB,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
PC,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
RJ,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
SK,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
TN,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
TR,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
TS,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
UK,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
UP,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
WB,electricity,biomass,biomass (conv CCS),2090,regional biomass,0.399
AN,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
AP,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
AR,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
AS,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
BR,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
CG,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
CH,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
DD,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
DL,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
DN,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
GA,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
GJ,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
HP,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
HR,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
JH,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
JK,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
KA,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
KL,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
LA,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
LD,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
MH,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
ML,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
MN,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
MP,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
MZ,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
NL,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
OD,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
PB,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
PC,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
RJ,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
SK,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
TN,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
TR,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
TS,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
UK,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
UP,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
WB,electricity,biomass,biomass (conv CCS),2095,regional biomass,0.403
AN,electricity,biomass,biomass (conv CCS),2100,regional biomass,0.407
AP,electricity,biomass,biomass (conv CCS),2100,regional biomass,0.407
AR,electricity,biomass,biomass (conv CCS),2100,regional biomass,0.407
AS,electricity,biomass,biomass (conv CCS),2100,regional biomass,0.407
BR,electricity,biomass,biomass (conv CCS),2100,regional biomass,0.407
CG,electricity,biomass,biomass (conv CCS),2100,regional biomass,0.407
CH,electricity,biomass,biomass (conv CCS),2100,regional biomass,0.407
DD,electricity,biomass,biomass (conv CCS),2100,regional biomass,0.407
DL,electricity,biomass,biomass (conv CCS),2100,regional biomass,0.407
DN,electricity,biomass,biomass (conv CCS),2100,regional biomass,0.407
GA,electricity,biomass,biomass (conv CCS),2100,regional biomass,0.407
GJ,electricity,biomass,biomass (conv CCS),2100,regional biomass,0.407
HP,electricity,biomass,biomass (conv CCS),2100,regional biomass,0.407
HR,electricity,biomass,biomass (conv CCS),2100,regional biomass,0.407
JH,electricity,biomass,biomass (conv CCS),2100,regional biomass,0.407
JK,electricity,biomass,biomass (conv CCS),2100,regional biomass,0.407
