INPUT_TABLE,,,,,
Variable ID,,,,,
RegionTechCF,,,,,
,,,,,
region,supplysector,subsector,technology,year,capacity.factor
DL,electricity,biomass,biomass (conv CCS),2020,0.8
DL,electricity,biomass,biomass (conv CCS),2025,0.8
DL,electricity,biomass,biomass (conv CCS),2030,0.8
DL,electricity,biomass,biomass (conv CCS),2035,0.8
DL,electricity,biomass,biomass (conv CCS),2040,0.8
DL,electricity,biomass,biomass (conv CCS),2045,0.8
DL,electricity,biomass,biomass (conv CCS),2050,0.8
DL,electricity,biomass,biomass (conv CCS),2055,0.8
DL,electricity,biomass,biomass (conv CCS),2060,0.8
DL,electricity,biomass,biomass (conv CCS),2065,0.8
DL,electricity,biomass,biomass (conv CCS),2070,0.8
DL,electricity,biomass,biomass (conv CCS),2075,0.8
DL,electricity,biomass,biomass (conv CCS),2080,0.8
DL,electricity,biomass,biomass (conv CCS),2085,0.8
DL,electricity,biomass,biomass (conv CCS),2090,0.8
DL,electricity,biomass,biomass (conv CCS),2095,0.8
DL,electricity,biomass,biomass (conv CCS),2100,0.8
DN,electricity,biomass,biomass (conv CCS),2010,0.8
DN,electricity,biomass,biomass (conv CCS),2015,0.8
DN,electricity,biomass,biomass (conv CCS),2020,0.8
DN,electricity,biomass,biomass (conv CCS),2025,0.8
DN,electricity,biomass,biomass (conv CCS),2030,0.8
DN,electricity,biomass,biomass (conv CCS),2035,0.8
DN,electricity,biomass,biomass (conv CCS),2040,0.8
DN,electricity,biomass,biomass (conv CCS),2045,0.8
DN,electricity,biomass,biomass (conv CCS),2050,0.8
DN,electricity,biomass,biomass (conv CCS),2055,0.8
DN,electricity,biomass,biomass (conv CCS),2060,0.8
DN,electricity,biomass,biomass (conv CCS),2065,0.8
DN,electricity,biomass,biomass (conv CCS),2070,0.8
DN,electricity,biomass,biomass (conv CCS),2075,0.8
DN,electricity,biomass,biomass (conv CCS),2080,0.8
DN,electricity,biomass,biomass (conv CCS),2085,0.8
DN,electricity,biomass,biomass (conv CCS),2090,0.8
DN,electricity,biomass,biomass (conv CCS),2095,0.8
DN,electricity,biomass,biomass (conv CCS),2100,0.8
GA,electricity,biomass,biomass (conv CCS),2010,0.8
GA,electricity,biomass,biomass (conv CCS),2015,0.8
GA,electricity,biomass,biomass (conv CCS),2020,0.8
GA,electricity,biomass,biomass (conv CCS),2025,0.8
GA,electricity,biomass,biomass (conv CCS),2030,0.8
GA,electricity,biomass,biomass (conv CCS),2035,0.8
GA,electricity,biomass,biomass (conv CCS),2040,0.8
GA,electricity,biomass,biomass (conv CCS),2045,0.8
GA,electricity,biomass,biomass (conv CCS),2050,0.8
GA,electricity,biomass,biomass (conv CCS),2055,0.8
GA,electricity,biomass,biomass (conv CCS),2060,0.8
GA,electricity,biomass,biomass (conv CCS),2065,0.8
GA,electricity,biomass,biomass (conv CCS),2070,0.8
GA,electricity,biomass,biomass (conv CCS),2075,0.8
GA,electricity,biomass,biomass (conv CCS),2080,0.8
GA,electricity,biomass,biomass (conv CCS),2085,0.8
GA,electricity,biomass,biomass (conv CCS),2090,0.8
GA,electricity,biomass,biomass (conv CCS),2095,0.8
GA,electricity,biomass,biomass (conv CCS),2100,0.8
GJ,electricity,biomass,biomass (conv CCS),2010,0.8
GJ,electricity,biomass,biomass (conv CCS),2015,0.8
GJ,electricity,biomass,biomass (conv CCS),2020,0.8
GJ,electricity,biomass,biomass (conv CCS),2025,0.8
GJ,electricity,biomass,biomass (conv CCS),2030,0.8
GJ,electricity,biomass,biomass (conv CCS),2035,0.8
GJ,electricity,biomass,biomass (conv CCS),2040,0.8
GJ,electricity,biomass,biomass (conv CCS),2045,0.8
GJ,electricity,biomass,biomass (conv CCS),2050,0.8
GJ,electricity,biomass,biomass (conv CCS),2055,0.8
GJ,electricity,biomass,biomass (conv CCS),2060,0.8
GJ,electricity,biomass,biomass (conv CCS),2065,0.8
GJ,electricity,biomass,biomass (conv CCS),2070,0.8
GJ,electricity,biomass,biomass (conv CCS),2075,0.8
GJ,electricity,biomass,biomass (conv CCS),2080,0.8
GJ,electricity,biomass,biomass (conv CCS),2085,0.8
GJ,electricity,biomass,biomass (conv CCS),2090,0.8
GJ,electricity,biomass,biomass (conv CCS),2095,0.8
GJ,electricity,biomass,biomass (conv CCS),2100,0.8
HP,electricity,biomass,biomass (conv CCS),2010,0.8
HP,electricity,biomass,biomass (conv CCS),2015,0.8
HP,electricity,biomass,biomass (conv CCS),2020,0.8
HP,electricity,biomass,biomass (conv CCS),2025,0.8
HP,electricity,biomass,biomass (conv CCS),2030,0.8
HP,electricity,biomass,biomass (conv CCS),2035,0.8
HP,electricity,biomass,biomass (conv CCS),2040,0.8
HP,electricity,biomass,biomass (conv CCS),2045,0.8
HP,electricity,biomass,biomass (conv CCS),2050,0.8
HP,electricity,biomass,biomass (conv CCS),2055,0.8
HP,electricity,biomass,biomass (conv CCS),2060,0.8
HP,electricity,biomass,biomass (conv CCS),2065,0.8
HP,electricity,biomass,biomass (conv CCS),2070,0.8
HP,electricity,biomass,biomass (conv CCS),2075,0.8
HP,electricity,biomass,biomass (conv CCS),2080,0.8
HP,electricity,biomass,biomass (conv CCS),2085,0.8
HP,electricity,biomass,biomass (conv CCS),2090,0.8
HP,electricity,biomass,biomass (conv CCS),2095,0.8
HP,electricity,biomass,biomass (conv CCS),2100,0.8
HR,electricity,biomass,biomass (conv CCS),2010,0.8
HR,electricity,biomass,biomass (conv CCS),2015,0.8
HR,electricity,biomass,biomass (conv CCS),2020,0.8
HR,electricity,biomass,biomass (conv CCS),2025,0.8
HR,electricity,biomass,biomass (conv CCS),2030,0.8
HR,electricity,biomass,biomass (conv CCS),2035,0.8
HR,electricity,biomass,biomass (conv CCS),2040,0.8
HR,electricity,biomass,biomass (conv CCS),2045,0.8
HR,electricity,biomass,biomass (conv CCS),2050,0.8
HR,electricity,biomass,biomass (conv CCS),2055,0.8
HR,electricity,biomass,biomass (conv CCS),2060,0.8
HR,electricity,biomass,biomass (conv CCS),2065,0.8
HR,electricity,biomass,biomass (conv CCS),2070,0.8
HR,electricity,biomass,biomass (conv CCS),2075,0.8
HR,electricity,biomass,biomass (conv CCS),2080,0.8
HR,electricity,biomass,biomass (conv CCS),2085,0.8
HR,electricity,biomass,biomass (conv CCS),2090,0.8
HR,electricity,biomass,biomass (conv CCS),2095,0.8
HR,electricity,biomass,biomass (conv CCS),2100,0.8
JH,electricity,biomass,biomass (conv CCS),2010,0.8
JH,electricity,biomass,biomass (conv CCS),2015,0.8
JH,electricity,biomass,biomass (conv CCS),2020,0.8
JH,electricity,biomass,biomass (conv CCS),2025,0.8
JH,electricity,biomass,biomass (conv CCS),2030,0.8
JH,electricity,biomass,biomass (conv CCS),2035,0.8
JH,electricity,biomass,biomass (conv CCS),2040,0.8
JH,electricity,biomass,biomass (conv CCS),2045,0.8
JH,electricity,biomass,biomass (conv CCS),2050,0.8
JH,electricity,biomass,biomass (conv CCS),2055,0.8
JH,electricity,biomass,biomass (conv CCS),2060,0.8
JH,electricity,biomass,biomass (conv CCS),2065,0.8
JH,electricity,biomass,biomass (conv CCS),2070,0.8
JH,electricity,biomass,biomass (conv CCS),2075,0.8
JH,electricity,biomass,biomass (conv CCS),2080,0.8
JH,electricity,biomass,biomass (conv CCS),2085,0.8
JH,electricity,biomass,biomass (conv CCS),2090,0.8
JH,electricity,biomass,biomass (conv CCS),2095,0.8
JH,electricity,biomass,biomass (conv CCS),2100,0.8
JK,electricity,biomass,biomass (conv CCS),2010,0.8
JK,electricity,biomass,biomass (conv CCS),2015,0.8
JK,electricity,biomass,biomass (conv CCS),2020,0.8
JK,electricity,biomass,biomass (conv CCS),2025,0.8
JK,electricity,biomass,biomass (conv CCS),2030,0.8
JK,electricity,biomass,biomass (conv CCS),2035,0.8
JK,electricity,biomass,biomass (conv CCS),2040,0.8
JK,electricity,biomass,biomass (conv CCS),2045,0.8
JK,electricity,biomass,biomass (conv CCS),2050,0.8
JK,electricity,biomass,biomass (conv CCS),2055,0.8
JK,electricity,biomass,biomass (conv CCS),2060,0.8
JK,electricity,biomass,biomass (conv CCS),2065,0.8
JK,electricity,biomass,biomass (conv CCS),2070,0.8
JK,electricity,biomass,biomass (conv CCS),2075,0.8
JK,electricity,biomass,biomass (conv CCS),2080,0.8
JK,electricity,biomass,biomass (conv CCS),2085,0.8
JK,electricity,biomass,biomass (conv CCS),2090,0.8
JK,electricity,biomass,biomass (conv CCS),2095,0.8
JK,electricity,biomass,biomass (conv CCS),2100,0.8
KA,electricity,biomass,biomass (conv CCS),2010,0.8
KA,electricity,biomass,biomass (conv CCS),2015,0.8
KA,electricity,biomass,biomass (conv CCS),2020,0.8
KA,electricity,biomass,biomass (conv CCS),2025,0.8
KA,electricity,biomass,biomass (conv CCS),2030,0.8
KA,electricity,biomass,biomass (conv CCS),2035,0.8
KA,electricity,biomass,biomass (conv CCS),2040,0.8
KA,electricity,biomass,biomass (conv CCS),2045,0.8
KA,electricity,biomass,biomass (conv CCS),2050,0.8
KA,electricity,biomass,biomass (conv CCS),2055,0.8
KA,electricity,biomass,biomass (conv CCS),2060,0.8
KA,electricity,biomass,biomass (conv CCS),2065,0.8
KA,electricity,biomass,biomass (conv CCS),2070,0.8
KA,electricity,biomass,biomass (conv CCS),2075,0.8
KA,electricity,biomass,biomass (conv CCS),2080,0.8
KA,electricity,biomass,biomass (conv CCS),2085,0.8
KA,electricity,biomass,biomass (conv CCS),2090,0.8
KA,electricity,biomass,biomass (conv CCS),2095,0.8
KA,electricity,biomass,biomass (conv CCS),2100,0.8
KL,electricity,biomass,biomass (conv CCS),2010,0.8
KL,electricity,biomass,biomass (conv CCS),2015,0.8
KL,electricity,biomass,biomass (conv CCS),2020,0.8
KL,electricity,biomass,biomass (conv CCS),2025,0.8
KL,electricity,biomass,biomass (conv CCS),2030,0.8
KL,electricity,biomass,biomass (conv CCS),2035,0.8
KL,electricity,biomass,biomass (conv CCS),2040,0.8
KL,electricity,biomass,biomass (conv CCS),2045,0.8
KL,electricity,biomass,biomass (conv CCS),2050,0.8
KL,electricity,biomass,biomass (conv CCS),2055,0.8
KL,electricity,biomass,biomass (conv CCS),2060,0.8
KL,electricity,biomass,biomass (conv CCS),2065,0.8
KL,electricity,biomass,biomass (conv CCS),2070,0.8
KL,electricity,biomass,biomass (conv CCS),2075,0.8
KL,electricity,biomass,biomass (conv CCS),2080,0.8
KL,electricity,biomass,biomass (conv CCS),2085,0.8
KL,electricity,biomass,biomass (conv CCS),2090,0.8
KL,electricity,biomass,biomass (conv CCS),2095,0.8
KL,electricity,biomass,biomass (conv CCS),2100,0.8
LA,electricity,biomass,biomass (conv CCS),2010,0.8
LA,electricity,biomass,biomass (conv CCS),2015,0.8
LA,electricity,biomass,biomass (conv CCS),2020,0.8
LA,electricity,biomass,biomass (conv CCS),2025,0.8
LA,electricity,biomass,biomass (conv CCS),2030,0.8
LA,electricity,biomass,biomass (conv CCS),2035,0.8
LA,electricity,biomass,biomass (conv CCS),2040,0.8
LA,electricity,biomass,biomass (conv CCS),2045,0.8
LA,electricity,biomass,biomass (conv CCS),2050,0.8
LA,electricity,biomass,biomass (conv CCS),2055,0.8
LA,electricity,biomass,biomass (conv CCS),2060,0.8
LA,electricity,biomass,biomass (conv CCS),2065,0.8
LA,electricity,biomass,biomass (conv CCS),2070,0.8
LA,electricity,biomass,biomass (conv CCS),2075,0.8
LA,electricity,biomass,biomass (conv CCS),2080,0.8
LA,electricity,biomass,biomass (conv CCS),2085,0.8
LA,electricity,biomass,biomass (conv CCS),2090,0.8
LA,electricity,biomass,biomass (conv CCS),2095,0.8
LA,electricity,biomass,biomass (conv CCS),2100,0.8
LD,electricity,biomass,biomass (conv CCS),2010,0.8
LD,electricity,biomass,biomass (conv CCS),2015,0.8
LD,electricity,biomass,biomass (conv CCS),2020,0.8
LD,electricity,biomass,biomass (conv CCS),2025,0.8
LD,electricity,biomass,biomass (conv CCS),2030,0.8
LD,electricity,biomass,biomass (conv CCS),2035,0.8
LD,electricity,biomass,biomass (conv CCS),2040,0.8
LD,electricity,biomass,biomass (conv CCS),2045,0.8
LD,electricity,biomass,biomass (conv CCS),2050,0.8
LD,electricity,biomass,biomass (conv CCS),2055,0.8
LD,electricity,biomass,biomass (conv CCS),2060,0.8
LD,electricity,biomass,biomass (conv CCS),2065,0.8
LD,electricity,biomass,biomass (conv CCS),2070,0.8
LD,electricity,biomass,biomass (conv CCS),2075,0.8
LD,electricity,biomass,biomass (conv CCS),2080,0.8
LD,electricity,biomass,biomass (conv CCS),2085,0.8
LD,electricity,biomass,biomass (conv CCS),2090,0.8
LD,electricity,biomass,biomass (conv CCS),2095,0.8
LD,electricity,biomass,biomass (conv CCS),2100,0.8
MH,electricity,biomass,biomass (conv CCS),2010,0.8
MH,electricity,biomass,biomass (conv CCS),2015,0.8
MH,electricity,biomass,biomass (conv CCS),2020,0.8
MH,electricity,biomass,biomass (conv CCS),2025,0.8
MH,electricity,biomass,biomass (conv CCS),2030,0.8
MH,electricity,biomass,biomass (conv CCS),2035,0.8
MH,electricity,biomass,biomass (conv CCS),2040,0.8
MH,electricity,biomass,biomass (conv CCS),2045,0.8
MH,electricity,biomass,biomass (conv CCS),2050,0.8
MH,electricity,biomass,biomass (conv CCS),2055,0.8
MH,electricity,biomass,biomass (conv CCS),2060,0.8
MH,electricity,biomass,biomass (conv CCS),2065,0.8
MH,electricity,biomass,biomass (conv CCS),2070,0.8
MH,electricity,biomass,biomass (conv CCS),2075,0.8
MH,electricity,biomass,biomass (conv CCS),2080,0.8
MH,electricity,biomass,biomass (conv CCS),2085,0.8
MH,electricity,biomass,biomass (conv CCS),2090,0.8
MH,electricity,biomass,biomass (conv CCS),2095,0.8
MH,electricity,biomass,biomass (conv CCS),2100,0.8
ML,electricity,biomass,biomass (conv CCS),2010,0.8
ML,electricity,biomass,biomass (conv CCS),2015,0.8
ML,electricity,biomass,biomass (conv CCS),2020,0.8
ML,electricity,biomass,biomass (conv CCS),2025,0.8
ML,electricity,biomass,biomass (conv CCS),2030,0.8
ML,electricity,biomass,biomass (conv CCS),2035,0.8
ML,electricity,biomass,biomass (conv CCS),2040,0.8
ML,electricity,biomass,biomass (conv CCS),2045,0.8
ML,electricity,biomass,biomass (conv CCS),2050,0.8
ML,electricity,biomass,biomass (conv CCS),2055,0.8
ML,electricity,biomass,biomass (conv CCS),2060,0.8
ML,electricity,biomass,biomass (conv CCS),2065,0.8
ML,electricity,biomass,biomass (conv CCS),2070,0.8
ML,electricity,biomass,biomass (conv CCS),2075,0.8
ML,electricity,biomass,biomass (conv CCS),2080,0.8
ML,electricity,biomass,biomass (conv CCS),2085,0.8
ML,electricity,biomass,biomass (conv CCS),2090,0.8
ML,electricity,biomass,biomass (conv CCS),2095,0.8
ML,electricity,biomass,biomass (conv CCS),2100,0.8
MN,electricity,biomass,biomass (conv CCS),2010,0.8
MN,electricity,biomass,biomass (conv CCS),2015,0.8
MN,electricity,biomass,biomass (conv CCS),2020,0.8
MN,electricity,biomass,biomass (conv CCS),2025,0.8
MN,electricity,biomass,biomass (conv CCS),2030,0.8
MN,electricity,biomass,biomass (conv CCS),2035,0.8
MN,electricity,biomass,biomass (conv CCS),2040,0.8
MN,electricity,biomass,biomass (conv CCS),2045,0.8
MN,electricity,biomass,biomass (conv CCS),2050,0.8
MN,electricity,biomass,biomass (conv CCS),2055,0.8
MN,electricity,biomass,biomass (conv CCS),2060,0.8
MN,electricity,biomass,biomass (conv CCS),2065,0.8
MN,electricity,biomass,biomass (conv CCS),2070,0.8
MN,electricity,biomass,biomass (conv CCS),2075,0.8
MN,electricity,biomass,biomass (conv CCS),2080,0.8
MN,electricity,biomass,biomass (conv CCS),2085,0.8
MN,electricity,biomass,biomass (conv CCS),2090,0.8
MN,electricity,biomass,biomass (conv CCS),2095,0.8
MN,electricity,biomass,biomass (conv CCS),2100,0.8
MP,electricity,biomass,biomass (conv CCS),2010,0.8
MP,electricity,biomass,biomass (conv CCS),2015,0.8
MP,electricity,biomass,biomass (conv CCS),2020,0.8
MP,electricity,biomass,biomass (conv CCS),2025,0.8
MP,electricity,biomass,biomass (conv CCS),2030,0.8
MP,electricity,biomass,biomass (conv CCS),2035,0.8
MP,electricity,biomass,biomass (conv CCS),2040,0.8
MP,electricity,biomass,biomass (conv CCS),2045,0.8
MP,electricity,biomass,biomass (conv CCS),2050,0.8
MP,electricity,biomass,biomass (conv CCS),2055,0.8
MP,electricity,biomass,biomass (conv CCS),2060,0.8
MP,electricity,biomass,biomass (conv CCS),2065,0.8
MP,electricity,biomass,biomass (conv CCS),2070,0.8
MP,electricity,biomass,biomass (conv CCS),2075,0.8
MP,electricity,biomass,biomass (conv CCS),2080,0.8
MP,electricity,biomass,biomass (conv CCS),2085,0.8
MP,electricity,biomass,biomass (conv CCS),2090,0.8
MP,electricity,biomass,biomass (conv CCS),2095,0.8
MP,electricity,biomass,biomass (conv CCS),2100,0.8
MZ,electricity,biomass,biomass (conv CCS),2010,0.8
MZ,electricity,biomass,biomass (conv CCS),2015,0.8
MZ,electricity,biomass,biomass (conv CCS),2020,0.8
MZ,electricity,biomass,biomass (conv CCS),2025,0.8
MZ,electricity,biomass,biomass (conv CCS),2030,0.8
MZ,electricity,biomass,biomass (conv CCS),2035,0.8
MZ,electricity,biomass,biomass (conv CCS),2040,0.8
MZ,electricity,biomass,biomass (conv CCS),2045,0.8
MZ,electricity,biomass,biomass (conv CCS),2050,0.8
MZ,electricity,biomass,biomass (conv CCS),2055,0.8
MZ,electricity,biomass,biomass (conv CCS),2060,0.8
MZ,electricity,biomass,biomass (conv CCS),2065,0.8
MZ,electricity,biomass,biomass (conv CCS),2070,0.8
MZ,electricity,biomass,biomass (conv CCS),2075,0.8
MZ,electricity,biomass,biomass (conv CCS),2080,0.8
MZ,electricity,biomass,biomass (conv CCS),2085,0.8
MZ,electricity,biomass,biomass (conv CCS),2090,0.8
MZ,electricity,biomass,biomass (conv CCS),2095,0.8
MZ,electricity,biomass,biomass (conv CCS),2100,0.8
NL,electricity,biomass,biomass (conv CCS),2010,0.8
NL,electricity,biomass,biomass (conv CCS),2015,0.8
NL,electricity,biomass,biomass (conv CCS),2020,0.8
NL,electricity,biomass,biomass (conv CCS),2025,0.8
NL,electricity,biomass,biomass (conv CCS),2030,0.8
NL,electricity,biomass,biomass (conv CCS),2035,0.8
NL,electricity,biomass,biomass (conv CCS),2040,0.8
NL,electricity,biomass,biomass (conv CCS),2045,0.8
NL,electricity,biomass,biomass (conv CCS),2050,0.8
NL,electricity,biomass,biomass (conv CCS),2055,0.8
NL,electricity,biomass,biomass (conv CCS),2060,0.8
NL,electricity,biomass,biomass (conv CCS),2065,0.8
NL,electricity,biomass,biomass (conv CCS),2070,0.8
NL,electricity,biomass,biomass (conv CCS),2075,0.8
NL,electricity,biomass,biomass (conv CCS),2080,0.8
NL,electricity,biomass,biomass (conv CCS),2085,0.8
NL,electricity,biomass,biomass (conv CCS),2090,0.8
NL,electricity,biomass,biomass (conv CCS),2095,0.8
NL,electricity,biomass,biomass (conv CCS),2100,0.8
OD,electricity,biomass,biomass (conv CCS),2010,0.8
OD,electricity,biomass,biomass (conv CCS),2015,0.8
OD,electricity,biomass,biomass (conv CCS),2020,0.8
OD,electricity,biomass,biomass (conv CCS),2025,0.8
OD,electricity,biomass,biomass (conv CCS),2030,0.8
OD,electricity,biomass,biomass (conv CCS),2035,0.8
OD,electricity,biomass,biomass (conv CCS),2040,0.8
OD,electricity,biomass,biomass (conv CCS),2045,0.8
OD,electricity,biomass,biomass (conv CCS),2050,0.8
OD,electricity,biomass,biomass (conv CCS),2055,0.8
OD,electricity,biomass,biomass (conv CCS),2060,0.8
OD,electricity,biomass,biomass (conv CCS),2065,0.8
OD,electricity,biomass,biomass (conv CCS),2070,0.8
OD,electricity,biomass,biomass (conv CCS),2075,0.8
OD,electricity,biomass,biomass (conv CCS),2080,0.8
OD,electricity,biomass,biomass (conv CCS),2085,0.8
OD,electricity,biomass,biomass (conv CCS),2090,0.8
OD,electricity,biomass,biomass (conv CCS),2095,0.8
OD,electricity,biomass,biomass (conv CCS),2100,0.8
PB,electricity,biomass,biomass (conv CCS),2010,0.8
PB,electricity,biomass,biomass (conv CCS),2015,0.8
PB,electricity,biomass,biomass (conv CCS),2020,0.8
PB,electricity,biomass,biomass (conv CCS),2025,0.8
PB,electricity,biomass,biomass (conv CCS),2030,0.8
PB,electricity,biomass,biomass (conv CCS),2035,0.8
PB,electricity,biomass,biomass (conv CCS),2040,0.8
PB,electricity,biomass,biomass (conv CCS),2045,0.8
PB,electricity,biomass,biomass (conv CCS),2050,0.8
PB,electricity,biomass,biomass (conv CCS),2055,0.8
PB,electricity,biomass,biomass (conv CCS),2060,0.8
PB,electricity,biomass,biomass (conv CCS),2065,0.8
PB,electricity,biomass,biomass (conv CCS),2070,0.8
PB,electricity,biomass,biomass (conv CCS),2075,0.8
PB,electricity,biomass,biomass (conv CCS),2080,0.8
PB,electricity,biomass,biomass (conv CCS),2085,0.8
PB,electricity,biomass,biomass (conv CCS),2090,0.8
PB,electricity,biomass,biomass (conv CCS),2095,0.8
PB,electricity,biomass,biomass (conv CCS),2100,0.8
PC,electricity,biomass,biomass (conv CCS),2010,0.8
PC,electricity,biomass,biomass (conv CCS),2015,0.8
PC,electricity,biomass,biomass (conv CCS),2020,0.8
PC,electricity,biomass,biomass (conv CCS),2025,0.8
PC,electricity,biomass,biomass (conv CCS),2030,0.8
PC,electricity,biomass,biomass (conv CCS),2035,0.8
PC,electricity,biomass,biomass (conv CCS),2040,0.8
PC,electricity,biomass,biomass (conv CCS),2045,0.8
PC,electricity,biomass,biomass (conv CCS),2050,0.8
PC,electricity,biomass,biomass (conv CCS),2055,0.8
PC,electricity,biomass,biomass (conv CCS),2060,0.8
PC,electricity,biomass,biomass (conv CCS),2065,0.8
PC,electricity,biomass,biomass (conv CCS),2070,0.8
PC,electricity,biomass,biomass (conv CCS),2075,0.8
PC,electricity,biomass,biomass (conv CCS),2080,0.8
PC,electricity,biomass,biomass (conv CCS),2085,0.8
PC,electricity,biomass,biomass (conv CCS),2090,0.8
PC,electricity,biomass,biomass (conv CCS),2095,0.8
PC,electricity,biomass,biomass (conv CCS),2100,0.8
RJ,electricity,biomass,biomass (conv CCS),2010,0.8
RJ,electricity,biomass,biomass (conv CCS),2015,0.8
RJ,electricity,biomass,biomass (conv CCS),2020,0.8
RJ,electricity,biomass,biomass (conv CCS),2025,0.8
RJ,electricity,biomass,biomass (conv CCS),2030,0.8
RJ,electricity,biomass,biomass (conv CCS),2035,0.8
RJ,electricity,biomass,biomass (conv CCS),2040,0.8
RJ,electricity,biomass,biomass (conv CCS),2045,0.8
RJ,electricity,biomass,biomass (conv CCS),2050,0.8
RJ,electricity,biomass,biomass (conv CCS),2055,0.8
RJ,electricity,biomass,biomass (conv CCS),2060,0.8
RJ,electricity,biomass,biomass (conv CCS),2065,0.8
RJ,electricity,biomass,biomass (conv CCS),2070,0.8
RJ,electricity,biomass,biomass (conv CCS),2075,0.8
RJ,electricity,biomass,biomass (conv CCS),2080,0.8
RJ,electricity,biomass,biomass (conv CCS),2085,0.8
RJ,electricity,biomass,biomass (conv CCS),2090,0.8
RJ,electricity,biomass,biomass (conv CCS),2095,0.8
RJ,electricity,biomass,biomass (conv CCS),2100,0.8
SK,electricity,biomass,biomass (conv CCS),2010,0.8
SK,electricity,biomass,biomass (conv CCS),2015,0.8
SK,electricity,biomass,biomass (conv CCS),2020,0.8
SK,electricity,biomass,biomass (conv CCS),2025,0.8
SK,electricity,biomass,biomass (conv CCS),2030,0.8
SK,electricity,biomass,biomass (conv CCS),2035,0.8
SK,electricity,biomass,biomass (conv CCS),2040,0.8
SK,electricity,biomass,biomass (conv CCS),2045,0.8
SK,electricity,biomass,biomass (conv CCS),2050,0.8
SK,electricity,biomass,biomass (conv CCS),2055,0.8
SK,electricity,biomass,biomass (conv CCS),2060,0.8
SK,electricity,biomass,biomass (conv CCS),2065,0.8
SK,electricity,biomass,biomass (conv CCS),2070,0.8
SK,electricity,biomass,biomass (conv CCS),2075,0.8
SK,electricity,biomass,biomass (conv CCS),2080,0.8
SK,electricity,biomass,biomass (conv CCS),2085,0.8
SK,electricity,biomass,biomass (conv CCS),2090,0.8
SK,electricity,biomass,biomass (conv CCS),2095,0.8
SK,electricity,biomass,biomass (conv CCS),2100,0.8
TN,electricity,biomass,biomass (conv CCS),2010,0.8
TN,electricity,biomass,biomass (conv CCS),2015,0.8
TN,electricity,biomass,biomass (conv CCS),2020,0.8
TN,electricity,biomass,biomass (conv CCS),2025,0.8
TN,electricity,biomass,biomass (conv CCS),2030,0.8
TN,electricity,biomass,biomass (conv CCS),2035,0.8
TN,electricity,biomass,biomass (conv CCS),2040,0.8
TN,electricity,biomass,biomass (conv CCS),2045,0.8
TN,electricity,biomass,biomass (conv CCS),2050,0.8
TN,electricity,biomass,biomass (conv CCS),2055,0.8
TN,electricity,biomass,biomass (conv CCS),2060,0.8
TN,electricity,biomass,biomass (conv CCS),2065,0.8
TN,electricity,biomass,biomass (conv CCS),2070,0.8
TN,electricity,biomass,biomass (conv CCS),2075,0.8
TN,electricity,biomass,biomass (conv CCS),2080,0.8
TN,electricity,biomass,biomass (conv CCS),2085,0.8
TN,electricity,biomass,biomass (conv CCS),2090,0.8
TN,electricity,biomass,biomass (conv CCS),2095,0.8
TN,electricity,biomass,biomass (conv CCS),2100,0.8
TR,electricity,biomass,biomass (conv CCS),2010,0.8
TR,electricity,biomass,biomass (conv CCS),2015,0.8
TR,electricity,biomass,biomass (conv CCS),2020,0.8
TR,electricity,biomass,biomass (conv CCS),2025,0.8
TR,electricity,biomass,biomass (conv CCS),2030,0.8
TR,electricity,biomass,biomass (conv CCS),2035,0.8
TR,electricity,biomass,biomass (conv CCS),2040,0.8
TR,electricity,biomass,biomass (conv CCS),2045,0.8
TR,electricity,biomass,biomass (conv CCS),2050,0.8
TR,electricity,biomass,biomass (conv CCS),2055,0.8
TR,electricity,biomass,biomass (conv CCS),2060,0.8
TR,electricity,biomass,biomass (conv CCS),2065,0.8
TR,electricity,biomass,biomass (conv CCS),2070,0.8
TR,electricity,biomass,biomass (conv CCS),2075,0.8
TR,electricity,biomass,biomass (conv CCS),2080,0.8
TR,electricity,biomass,biomass (conv CCS),2085,0.8
TR,electricity,biomass,biomass (conv CCS),2090,0.8
TR,electricity,biomass,biomass (conv CCS),2095,0.8
TR,electricity,biomass,biomass (conv CCS),2100,0.8
TS,electricity,biomass,biomass (conv CCS),2010,0.8
TS,electricity,biomass,biomass (conv CCS),2015,0.8
TS,electricity,biomass,biomass (conv CCS),2020,0.8
TS,electricity,biomass,biomass (conv CCS),2025,0.8
TS,electricity,biomass,biomass (conv CCS),2030,0.8
TS,electricity,biomass,biomass (conv CCS),2035,0.8
TS,electricity,biomass,biomass (conv CCS),2040,0.8
TS,electricity,biomass,biomass (conv CCS),2045,0.8
TS,electricity,biomass,biomass (conv CCS),2050,0.8
TS,electricity,biomass,biomass (conv CCS),2055,0.8
TS,electricity,biomass,biomass (conv CCS),2060,0.8
TS,electricity,biomass,biomass (conv CCS),2065,0.8
TS,electricity,biomass,biomass (conv CCS),2070,0.8
TS,electricity,biomass,biomass (conv CCS),2075,0.8
TS,electricity,biomass,biomass (conv CCS),2080,0.8
TS,electricity,biomass,biomass (conv CCS),2085,0.8
TS,electricity,biomass,biomass (conv CCS),2090,0.8
TS,electricity,biomass,biomass (conv CCS),2095,0.8
TS,electricity,biomass,biomass (conv CCS),2100,0.8
UK,electricity,biomass,biomass (conv CCS),2010,0.8
UK,electricity,biomass,biomass (conv CCS),2015,0.8
UK,electricity,biomass,biomass (conv CCS),2020,0.8
