INPUT_TABLE,,,,,,
Variable ID,,,,,,
RegionIntTechOMvar,,,,,,
,,,,,,
region,supplysector,subsector,intermittent.technology,year,input.OM.var,OM.var
LA,electricity,wind,wind,2040,OM-var,2.64074
LD,electricity,wind,wind,2040,OM-var,3.887863636
KA,electricity,wind,wind,2040,OM-var,3.887863636
KL,electricity,wind,wind,2040,OM-var,3.887863636
MH,electricity,wind,wind,2040,OM-var,3.887863636
ML,electricity,wind,wind,2040,OM-var,3.887863636
MN,electricity,wind,wind,2040,OM-var,3.887863636
MZ,electricity,wind,wind,2040,OM-var,3.887863636
MP,electricity,wind,wind,2040,OM-var,3.887863636
NL,electricity,wind,wind,2040,OM-var,3.887863636
OD,electricity,wind,wind,2040,OM-var,3.887863636
PB,electricity,wind,wind,2040,OM-var,2.64074
PC,electricity,wind,wind,2040,OM-var,3.887863636
RJ,electricity,wind,wind,2040,OM-var,2.64074
SK,electricity,wind,wind,2040,OM-var,3.887863636
TN,electricity,wind,wind,2040,OM-var,3.887863636
TR,electricity,wind,wind,2040,OM-var,3.887863636
TS,electricity,wind,wind,2040,OM-var,3.887863636
UP,electricity,wind,wind,2040,OM-var,2.64074
UK,electricity,wind,wind,2040,OM-var,2.64074
WB,electricity,wind,wind,2040,OM-var,3.887863636
AN,electricity,wind,wind,2045,OM-var,4.319848485
AP,electricity,wind,wind,2045,OM-var,4.319848485
AR,electricity,wind,wind,2045,OM-var,4.319848485
AS,electricity,wind,wind,2045,OM-var,4.319848485
BR,electricity,wind,wind,2045,OM-var,4.319848485
CG,electricity,wind,wind,2045,OM-var,4.319848485
CH,electricity,wind,wind,2045,OM-var,2.74459
DD,electricity,wind,wind,2045,OM-var,4.319848485
DL,electricity,wind,wind,2045,OM-var,2.74459
DN,electricity,wind,wind,2045,OM-var,4.319848485
GA,electricity,wind,wind,2045,OM-var,4.319848485
GJ,electricity,wind,wind,2045,OM-var,4.319848485
HR,electricity,wind,wind,2045,OM-var,2.74459
HP,electricity,wind,wind,2045,OM-var,2.74459
JK,electricity,wind,wind,2045,OM-var,2.74459
JH,electricity,wind,wind,2045,OM-var,4.319848485
LA,electricity,wind,wind,2045,OM-var,2.74459
LD,electricity,wind,wind,2045,OM-var,4.319848485
KA,electricity,wind,wind,2045,OM-var,4.319848485
KL,electricity,wind,wind,2045,OM-var,4.319848485
MH,electricity,wind,wind,2045,OM-var,4.319848485
ML,electricity,wind,wind,2045,OM-var,4.319848485
MN,electricity,wind,wind,2045,OM-var,4.319848485
MZ,electricity,wind,wind,2045,OM-var,4.319848485
MP,electricity,wind,wind,2045,OM-var,4.319848485
NL,electricity,wind,wind,2045,OM-var,4.319848485
OD,electricity,wind,wind,2045,OM-var,4.319848485
PB,electricity,wind,wind,2045,OM-var,2.74459
PC,electricity,wind,wind,2045,OM-var,4.319848485
RJ,electricity,wind,wind,2045,OM-var,2.74459
SK,electricity,wind,wind,2045,OM-var,4.319848485
TN,electricity,wind,wind,2045,OM-var,4.319848485
TR,electricity,wind,wind,2045,OM-var,4.319848485
TS,electricity,wind,wind,2045,OM-var,4.319848485
UP,electricity,wind,wind,2045,OM-var,2.74459
UK,electricity,wind,wind,2045,OM-var,2.74459
WB,electricity,wind,wind,2045,OM-var,4.319848485
AN,electricity,wind,wind,2050,OM-var,4.751833333
AP,electricity,wind,wind,2050,OM-var,4.751833333
AR,electricity,wind,wind,2050,OM-var,4.751833333
AS,electricity,wind,wind,2050,OM-var,4.751833333
BR,electricity,wind,wind,2050,OM-var,4.751833333
CG,electricity,wind,wind,2050,OM-var,4.751833333
CH,electricity,wind,wind,2050,OM-var,2.84844
DD,electricity,wind,wind,2050,OM-var,4.751833333
DL,electricity,wind,wind,2050,OM-var,2.84844
DN,electricity,wind,wind,2050,OM-var,4.751833333
GA,electricity,wind,wind,2050,OM-var,4.751833333
GJ,electricity,wind,wind,2050,OM-var,4.751833333
HR,electricity,wind,wind,2050,OM-var,2.84844
HP,electricity,wind,wind,2050,OM-var,2.84844
JK,electricity,wind,wind,2050,OM-var,2.84844
JH,electricity,wind,wind,2050,OM-var,4.751833333
LA,electricity,wind,wind,2050,OM-var,2.84844
LD,electricity,wind,wind,2050,OM-var,4.751833333
KA,electricity,wind,wind,2050,OM-var,4.751833333
KL,electricity,wind,wind,2050,OM-var,4.751833333
MH,electricity,wind,wind,2050,OM-var,4.751833333
ML,electricity,wind,wind,2050,OM-var,4.751833333
MN,electricity,wind,wind,2050,OM-var,4.751833333
MZ,electricity,wind,wind,2050,OM-var,4.751833333
MP,electricity,wind,wind,2050,OM-var,4.751833333
NL,electricity,wind,wind,2050,OM-var,4.751833333
OD,electricity,wind,wind,2050,OM-var,4.751833333
PB,electricity,wind,wind,2050,OM-var,2.84844
PC,electricity,wind,wind,2050,OM-var,4.751833333
RJ,electricity,wind,wind,2050,OM-var,2.84844
SK,electricity,wind,wind,2050,OM-var,4.751833333
TN,electricity,wind,wind,2050,OM-var,4.751833333
TR,electricity,wind,wind,2050,OM-var,4.751833333
TS,electricity,wind,wind,2050,OM-var,4.751833333
UP,electricity,wind,wind,2050,OM-var,2.84844
UK,electricity,wind,wind,2050,OM-var,2.84844
WB,electricity,wind,wind,2050,OM-var,4.751833333
AN,electricity,wind,wind,2055,OM-var,4.751833333
AP,electricity,wind,wind,2055,OM-var,4.751833333
AR,electricity,wind,wind,2055,OM-var,4.751833333
AS,electricity,wind,wind,2055,OM-var,4.751833333
BR,electricity,wind,wind,2055,OM-var,4.751833333
CG,electricity,wind,wind,2055,OM-var,4.751833333
CH,electricity,wind,wind,2055,OM-var,2.95229
DD,electricity,wind,wind,2055,OM-var,4.751833333
DL,electricity,wind,wind,2055,OM-var,2.95229
DN,electricity,wind,wind,2055,OM-var,4.751833333
GA,electricity,wind,wind,2055,OM-var,4.751833333
GJ,electricity,wind,wind,2055,OM-var,4.751833333
HR,electricity,wind,wind,2055,OM-var,2.95229
HP,electricity,wind,wind,2055,OM-var,2.95229
JK,electricity,wind,wind,2055,OM-var,2.95229
JH,electricity,wind,wind,2055,OM-var,4.751833333
LA,electricity,wind,wind,2055,OM-var,2.95229
LD,electricity,wind,wind,2055,OM-var,4.751833333
KA,electricity,wind,wind,2055,OM-var,4.751833333
KL,electricity,wind,wind,2055,OM-var,4.751833333
MH,electricity,wind,wind,2055,OM-var,4.751833333
ML,electricity,wind,wind,2055,OM-var,4.751833333
MN,electricity,wind,wind,2055,OM-var,4.751833333
MZ,electricity,wind,wind,2055,OM-var,4.751833333
MP,electricity,wind,wind,2055,OM-var,4.751833333
NL,electricity,wind,wind,2055,OM-var,4.751833333
OD,electricity,wind,wind,2055,OM-var,4.751833333
PB,electricity,wind,wind,2055,OM-var,2.95229
PC,electricity,wind,wind,2055,OM-var,4.751833333
RJ,electricity,wind,wind,2055,OM-var,2.95229
SK,electricity,wind,wind,2055,OM-var,4.751833333
TN,electricity,wind,wind,2055,OM-var,4.751833333
TR,electricity,wind,wind,2055,OM-var,4.751833333
TS,electricity,wind,wind,2055,OM-var,4.751833333
UP,electricity,wind,wind,2055,OM-var,2.95229
UK,electricity,wind,wind,2055,OM-var,2.95229
WB,electricity,wind,wind,2055,OM-var,4.751833333
AN,electricity,wind,wind,2060,OM-var,4.751833333
AP,electricity,wind,wind,2060,OM-var,4.751833333
AR,electricity,wind,wind,2060,OM-var,4.751833333
AS,electricity,wind,wind,2060,OM-var,4.751833333
BR,electricity,wind,wind,2060,OM-var,4.751833333
CG,electricity,wind,wind,2060,OM-var,4.751833333
CH,electricity,wind,wind,2060,OM-var,3.05614
DD,electricity,wind,wind,2060,OM-var,4.751833333
DL,electricity,wind,wind,2060,OM-var,3.05614
DN,electricity,wind,wind,2060,OM-var,4.751833333
GA,electricity,wind,wind,2060,OM-var,4.751833333
GJ,electricity,wind,wind,2060,OM-var,4.751833333
HR,electricity,wind,wind,2060,OM-var,3.05614
HP,electricity,wind,wind,2060,OM-var,3.05614
JK,electricity,wind,wind,2060,OM-var,3.05614
JH,electricity,wind,wind,2060,OM-var,4.751833333
LA,electricity,wind,wind,2060,OM-var,3.05614
LD,electricity,wind,wind,2060,OM-var,4.751833333
KA,electricity,wind,wind,2060,OM-var,4.751833333
KL,electricity,wind,wind,2060,OM-var,4.751833333
MH,electricity,wind,wind,2060,OM-var,4.751833333
ML,electricity,wind,wind,2060,OM-var,4.751833333
MN,electricity,wind,wind,2060,OM-var,4.751833333
MZ,electricity,wind,wind,2060,OM-var,4.751833333
MP,electricity,wind,wind,2060,OM-var,4.751833333
NL,electricity,wind,wind,2060,OM-var,4.751833333
OD,electricity,wind,wind,2060,OM-var,4.751833333
PB,electricity,wind,wind,2060,OM-var,3.05614
PC,electricity,wind,wind,2060,OM-var,4.751833333
RJ,electricity,wind,wind,2060,OM-var,3.05614
SK,electricity,wind,wind,2060,OM-var,4.751833333
TN,electricity,wind,wind,2060,OM-var,4.751833333
TR,electricity,wind,wind,2060,OM-var,4.751833333
TS,electricity,wind,wind,2060,OM-var,4.751833333
UP,electricity,wind,wind,2060,OM-var,3.05614
UK,electricity,wind,wind,2060,OM-var,3.05614
WB,electricity,wind,wind,2060,OM-var,4.751833333
AN,electricity,wind,wind,2065,OM-var,4.751833333
AP,electricity,wind,wind,2065,OM-var,4.751833333
AR,electricity,wind,wind,2065,OM-var,4.751833333
AS,electricity,wind,wind,2065,OM-var,4.751833333
BR,electricity,wind,wind,2065,OM-var,4.751833333
CG,electricity,wind,wind,2065,OM-var,4.751833333
CH,electricity,wind,wind,2065,OM-var,3.15999
DD,electricity,wind,wind,2065,OM-var,4.751833333
DL,electricity,wind,wind,2065,OM-var,3.15999
DN,electricity,wind,wind,2065,OM-var,4.751833333
GA,electricity,wind,wind,2065,OM-var,4.751833333
GJ,electricity,wind,wind,2065,OM-var,4.751833333
HR,electricity,wind,wind,2065,OM-var,3.15999
HP,electricity,wind,wind,2065,OM-var,3.15999
JK,electricity,wind,wind,2065,OM-var,3.15999
JH,electricity,wind,wind,2065,OM-var,4.751833333
LA,electricity,wind,wind,2065,OM-var,3.15999
LD,electricity,wind,wind,2065,OM-var,4.751833333
KA,electricity,wind,wind,2065,OM-var,4.751833333
KL,electricity,wind,wind,2065,OM-var,4.751833333
MH,electricity,wind,wind,2065,OM-var,4.751833333
ML,electricity,wind,wind,2065,OM-var,4.751833333
MN,electricity,wind,wind,2065,OM-var,4.751833333
MZ,electricity,wind,wind,2065,OM-var,4.751833333
MP,electricity,wind,wind,2065,OM-var,4.751833333
NL,electricity,wind,wind,2065,OM-var,4.751833333
OD,electricity,wind,wind,2065,OM-var,4.751833333
PB,electricity,wind,wind,2065,OM-var,3.15999
PC,electricity,wind,wind,2065,OM-var,4.751833333
RJ,electricity,wind,wind,2065,OM-var,3.15999
SK,electricity,wind,wind,2065,OM-var,4.751833333
TN,electricity,wind,wind,2065,OM-var,4.751833333
TR,electricity,wind,wind,2065,OM-var,4.751833333
TS,electricity,wind,wind,2065,OM-var,4.751833333
UP,electricity,wind,wind,2065,OM-var,3.15999
UK,electricity,wind,wind,2065,OM-var,3.15999
WB,electricity,wind,wind,2065,OM-var,4.751833333
AN,electricity,wind,wind,2070,OM-var,4.751833333
AP,electricity,wind,wind,2070,OM-var,4.751833333
AR,electricity,wind,wind,2070,OM-var,4.751833333
AS,electricity,wind,wind,2070,OM-var,4.751833333
BR,electricity,wind,wind,2070,OM-var,4.751833333
CG,electricity,wind,wind,2070,OM-var,4.751833333
CH,electricity,wind,wind,2070,OM-var,3.26384
DD,electricity,wind,wind,2070,OM-var,4.751833333
DL,electricity,wind,wind,2070,OM-var,3.26384
DN,electricity,wind,wind,2070,OM-var,4.751833333
GA,electricity,wind,wind,2070,OM-var,4.751833333
GJ,electricity,wind,wind,2070,OM-var,4.751833333
HR,electricity,wind,wind,2070,OM-var,3.26384
HP,electricity,wind,wind,2070,OM-var,3.26384
JK,electricity,wind,wind,2070,OM-var,3.26384
JH,electricity,wind,wind,2070,OM-var,4.751833333
LA,electricity,wind,wind,2070,OM-var,3.26384
LD,electricity,wind,wind,2070,OM-var,4.751833333
KA,electricity,wind,wind,2070,OM-var,4.751833333
KL,electricity,wind,wind,2070,OM-var,4.751833333
MH,electricity,wind,wind,2070,OM-var,4.751833333
ML,electricity,wind,wind,2070,OM-var,4.751833333
MN,electricity,wind,wind,2070,OM-var,4.751833333
MZ,electricity,wind,wind,2070,OM-var,4.751833333
MP,electricity,wind,wind,2070,OM-var,4.751833333
NL,electricity,wind,wind,2070,OM-var,4.751833333
OD,electricity,wind,wind,2070,OM-var,4.751833333
PB,electricity,wind,wind,2070,OM-var,3.26384
PC,electricity,wind,wind,2070,OM-var,4.751833333
RJ,electricity,wind,wind,2070,OM-var,3.26384
SK,electricity,wind,wind,2070,OM-var,4.751833333
TN,electricity,wind,wind,2070,OM-var,4.751833333
TR,electricity,wind,wind,2070,OM-var,4.751833333
TS,electricity,wind,wind,2070,OM-var,4.751833333
UP,electricity,wind,wind,2070,OM-var,3.26384
UK,electricity,wind,wind,2070,OM-var,3.26384
WB,electricity,wind,wind,2070,OM-var,4.751833333
AN,electricity,wind,wind,2075,OM-var,4.751833333
AP,electricity,wind,wind,2075,OM-var,4.751833333
AR,electricity,wind,wind,2075,OM-var,4.751833333
AS,electricity,wind,wind,2075,OM-var,4.751833333
BR,electricity,wind,wind,2075,OM-var,4.751833333
CG,electricity,wind,wind,2075,OM-var,4.751833333
CH,electricity,wind,wind,2075,OM-var,3.26384
DD,electricity,wind,wind,2075,OM-var,4.751833333
DL,electricity,wind,wind,2075,OM-var,3.26384
DN,electricity,wind,wind,2075,OM-var,4.751833333
GA,electricity,wind,wind,2075,OM-var,4.751833333
GJ,electricity,wind,wind,2075,OM-var,4.751833333
HR,electricity,wind,wind,2075,OM-var,3.26384
HP,electricity,wind,wind,2075,OM-var,3.26384
JK,electricity,wind,wind,2075,OM-var,3.26384
JH,electricity,wind,wind,2075,OM-var,4.751833333
LA,electricity,wind,wind,2075,OM-var,3.26384
LD,electricity,wind,wind,2075,OM-var,4.751833333
KA,electricity,wind,wind,2075,OM-var,4.751833333
KL,electricity,wind,wind,2075,OM-var,4.751833333
MH,electricity,wind,wind,2075,OM-var,4.751833333
ML,electricity,wind,wind,2075,OM-var,4.751833333
MN,electricity,wind,wind,2075,OM-var,4.751833333
MZ,electricity,wind,wind,2075,OM-var,4.751833333
MP,electricity,wind,wind,2075,OM-var,4.751833333
NL,electricity,wind,wind,2075,OM-var,4.751833333
OD,electricity,wind,wind,2075,OM-var,4.751833333
PB,electricity,wind,wind,2075,OM-var,3.26384
PC,electricity,wind,wind,2075,OM-var,4.751833333
RJ,electricity,wind,wind,2075,OM-var,3.26384
SK,electricity,wind,wind,2075,OM-var,4.751833333
TN,electricity,wind,wind,2075,OM-var,4.751833333
TR,electricity,wind,wind,2075,OM-var,4.751833333
TS,electricity,wind,wind,2075,OM-var,4.751833333
UP,electricity,wind,wind,2075,OM-var,3.26384
UK,electricity,wind,wind,2075,OM-var,3.26384
WB,electricity,wind,wind,2075,OM-var,4.751833333
AN,electricity,wind,wind,2080,OM-var,4.751833333
AP,electricity,wind,wind,2080,OM-var,4.751833333
AR,electricity,wind,wind,2080,OM-var,4.751833333
AS,electricity,wind,wind,2080,OM-var,4.751833333
BR,electricity,wind,wind,2080,OM-var,4.751833333
CG,electricity,wind,wind,2080,OM-var,4.751833333
CH,electricity,wind,wind,2080,OM-var,3.26384
DD,electricity,wind,wind,2080,OM-var,4.751833333
DL,electricity,wind,wind,2080,OM-var,3.26384
DN,electricity,wind,wind,2080,OM-var,4.751833333
GA,electricity,wind,wind,2080,OM-var,4.751833333
GJ,electricity,wind,wind,2080,OM-var,4.751833333
HR,electricity,wind,wind,2080,OM-var,3.26384
HP,electricity,wind,wind,2080,OM-var,3.26384
JK,electricity,wind,wind,2080,OM-var,3.26384
JH,electricity,wind,wind,2080,OM-var,4.751833333
LA,electricity,wind,wind,2080,OM-var,3.26384
LD,electricity,wind,wind,2080,OM-var,4.751833333
KA,electricity,wind,wind,2080,OM-var,4.751833333
KL,electricity,wind,wind,2080,OM-var,4.751833333
MH,electricity,wind,wind,2080,OM-var,4.751833333
ML,electricity,wind,wind,2080,OM-var,4.751833333
MN,electricity,wind,wind,2080,OM-var,4.751833333
MZ,electricity,wind,wind,2080,OM-var,4.751833333
MP,electricity,wind,wind,2080,OM-var,4.751833333
NL,electricity,wind,wind,2080,OM-var,4.751833333
OD,electricity,wind,wind,2080,OM-var,4.751833333
PB,electricity,wind,wind,2080,OM-var,3.26384
PC,electricity,wind,wind,2080,OM-var,4.751833333
RJ,electricity,wind,wind,2080,OM-var,3.26384
SK,electricity,wind,wind,2080,OM-var,4.751833333
TN,electricity,wind,wind,2080,OM-var,4.751833333
TR,electricity,wind,wind,2080,OM-var,4.751833333
TS,electricity,wind,wind,2080,OM-var,4.751833333
UP,electricity,wind,wind,2080,OM-var,3.26384
UK,electricity,wind,wind,2080,OM-var,3.26384
WB,electricity,wind,wind,2080,OM-var,4.751833333
AN,electricity,wind,wind,2085,OM-var,4.751833333
AP,electricity,wind,wind,2085,OM-var,4.751833333
AR,electricity,wind,wind,2085,OM-var,4.751833333
AS,electricity,wind,wind,2085,OM-var,4.751833333
BR,electricity,wind,wind,2085,OM-var,4.751833333
CG,electricity,wind,wind,2085,OM-var,4.751833333
CH,electricity,wind,wind,2085,OM-var,3.26384
DD,electricity,wind,wind,2085,OM-var,4.751833333
DL,electricity,wind,wind,2085,OM-var,3.26384
DN,electricity,wind,wind,2085,OM-var,4.751833333
GA,electricity,wind,wind,2085,OM-var,4.751833333
GJ,electricity,wind,wind,2085,OM-var,4.751833333
HR,electricity,wind,wind,2085,OM-var,3.26384
HP,electricity,wind,wind,2085,OM-var,3.26384
JK,electricity,wind,wind,2085,OM-var,3.26384
JH,electricity,wind,wind,2085,OM-var,4.751833333
LA,electricity,wind,wind,2085,OM-var,3.26384
LD,electricity,wind,wind,2085,OM-var,4.751833333
KA,electricity,wind,wind,2085,OM-var,4.751833333
KL,electricity,wind,wind,2085,OM-var,4.751833333
MH,electricity,wind,wind,2085,OM-var,4.751833333
ML,electricity,wind,wind,2085,OM-var,4.751833333
MN,electricity,wind,wind,2085,OM-var,4.751833333
MZ,electricity,wind,wind,2085,OM-var,4.751833333
MP,electricity,wind,wind,2085,OM-var,4.751833333
NL,electricity,wind,wind,2085,OM-var,4.751833333
OD,electricity,wind,wind,2085,OM-var,4.751833333
PB,electricity,wind,wind,2085,OM-var,3.26384
PC,electricity,wind,wind,2085,OM-var,4.751833333
RJ,electricity,wind,wind,2085,OM-var,3.26384
SK,electricity,wind,wind,2085,OM-var,4.751833333
TN,electricity,wind,wind,2085,OM-var,4.751833333
TR,electricity,wind,wind,2085,OM-var,4.751833333
TS,electricity,wind,wind,2085,OM-var,4.751833333
UP,electricity,wind,wind,2085,OM-var,3.26384
UK,electricity,wind,wind,2085,OM-var,3.26384
WB,electricity,wind,wind,2085,OM-var,4.751833333
AN,electricity,wind,wind,2090,OM-var,4.751833333
AP,electricity,wind,wind,2090,OM-var,4.751833333
AR,electricity,wind,wind,2090,OM-var,4.751833333
AS,electricity,wind,wind,2090,OM-var,4.751833333
BR,electricity,wind,wind,2090,OM-var,4.751833333
CG,electricity,wind,wind,2090,OM-var,4.751833333
CH,electricity,wind,wind,2090,OM-var,3.26384
DD,electricity,wind,wind,2090,OM-var,4.751833333
DL,electricity,wind,wind,2090,OM-var,3.26384
DN,electricity,wind,wind,2090,OM-var,4.751833333
GA,electricity,wind,wind,2090,OM-var,4.751833333
GJ,electricity,wind,wind,2090,OM-var,4.751833333
HR,electricity,wind,wind,2090,OM-var,3.26384
HP,electricity,wind,wind,2090,OM-var,3.26384
JK,electricity,wind,wind,2090,OM-var,3.26384
JH,electricity,wind,wind,2090,OM-var,4.751833333
LA,electricity,wind,wind,2090,OM-var,3.26384
LD,electricity,wind,wind,2090,OM-var,4.751833333
KA,electricity,wind,wind,2090,OM-var,4.751833333
KL,electricity,wind,wind,2090,OM-var,4.751833333
MH,electricity,wind,wind,2090,OM-var,4.751833333
ML,electricity,wind,wind,2090,OM-var,4.751833333
MN,electricity,wind,wind,2090,OM-var,4.751833333
MZ,electricity,wind,wind,2090,OM-var,4.751833333
MP,electricity,wind,wind,2090,OM-var,4.751833333
NL,electricity,wind,wind,2090,OM-var,4.751833333
OD,electricity,wind,wind,2090,OM-var,4.751833333
PB,electricity,wind,wind,2090,OM-var,3.26384
PC,electricity,wind,wind,2090,OM-var,4.751833333
RJ,electricity,wind,wind,2090,OM-var,3.26384
SK,electricity,wind,wind,2090,OM-var,4.751833333
TN,electricity,wind,wind,2090,OM-var,4.751833333
TR,electricity,wind,wind,2090,OM-var,4.751833333
TS,electricity,wind,wind,2090,OM-var,4.751833333
UP,electricity,wind,wind,2090,OM-var,3.26384
UK,electricity,wind,wind,2090,OM-var,3.26384
WB,electricity,wind,wind,2090,OM-var,4.751833333
AN,electricity,wind,wind,2095,OM-var,4.751833333
AP,electricity,wind,wind,2095,OM-var,4.751833333
AR,electricity,wind,wind,2095,OM-var,4.751833333
AS,electricity,wind,wind,2095,OM-var,4.751833333
BR,electricity,wind,wind,2095,OM-var,4.751833333
CG,electricity,wind,wind,2095,OM-var,4.751833333
CH,electricity,wind,wind,2095,OM-var,3.26384
DD,electricity,wind,wind,2095,OM-var,4.751833333
DL,electricity,wind,wind,2095,OM-var,3.26384
DN,electricity,wind,wind,2095,OM-var,4.751833333
GA,electricity,wind,wind,2095,OM-var,4.751833333
GJ,electricity,wind,wind,2095,OM-var,4.751833333
HR,electricity,wind,wind,2095,OM-var,3.26384
HP,electricity,wind,wind,2095,OM-var,3.26384
JK,electricity,wind,wind,2095,OM-var,3.26384
JH,electricity,wind,wind,2095,OM-var,4.751833333
LA,electricity,wind,wind,2095,OM-var,3.26384
LD,electricity,wind,wind,2095,OM-var,4.751833333
KA,electricity,wind,wind,2095,OM-var,4.751833333
KL,electricity,wind,wind,2095,OM-var,4.751833333
MH,electricity,wind,wind,2095,OM-var,4.751833333
ML,electricity,wind,wind,2095,OM-var,4.751833333
MN,electricity,wind,wind,2095,OM-var,4.751833333
MZ,electricity,wind,wind,2095,OM-var,4.751833333
MP,electricity,wind,wind,2095,OM-var,4.751833333
NL,electricity,wind,wind,2095,OM-var,4.751833333
OD,electricity,wind,wind,2095,OM-var,4.751833333
PB,electricity,wind,wind,2095,OM-var,3.26384
PC,electricity,wind,wind,2095,OM-var,4.751833333
RJ,electricity,wind,wind,2095,OM-var,3.26384
SK,electricity,wind,wind,2095,OM-var,4.751833333
TN,electricity,wind,wind,2095,OM-var,4.751833333
TR,electricity,wind,wind,2095,OM-var,4.751833333
TS,electricity,wind,wind,2095,OM-var,4.751833333
UP,electricity,wind,wind,2095,OM-var,3.26384
UK,electricity,wind,wind,2095,OM-var,3.26384
WB,electricity,wind,wind,2095,OM-var,4.751833333
AN,electricity,wind,wind,2100,OM-var,4.751833333
AP,electricity,wind,wind,2100,OM-var,4.751833333
AR,electricity,wind,wind,2100,OM-var,4.751833333
AS,electricity,wind,wind,2100,OM-var,4.751833333
BR,electricity,wind,wind,2100,OM-var,4.751833333
CG,electricity,wind,wind,2100,OM-var,4.751833333
CH,electricity,wind,wind,2100,OM-var,3.26384
DD,electricity,wind,wind,2100,OM-var,4.751833333
DL,electricity,wind,wind,2100,OM-var,3.26384
DN,electricity,wind,wind,2100,OM-var,4.751833333
GA,electricity,wind,wind,2100,OM-var,4.751833333
GJ,electricity,wind,wind,2100,OM-var,4.751833333
HR,electricity,wind,wind,2100,OM-var,3.26384
HP,electricity,wind,wind,2100,OM-var,3.26384
JK,electricity,wind,wind,2100,OM-var,3.26384
JH,electricity,wind,wind,2100,OM-var,4.751833333
LA,electricity,wind,wind,2100,OM-var,3.26384
LD,electricity,wind,wind,2100,OM-var,4.751833333
KA,electricity,wind,wind,2100,OM-var,4.751833333
KL,electricity,wind,wind,2100,OM-var,4.751833333
MH,electricity,wind,wind,2100,OM-var,4.751833333
ML,electricity,wind,wind,2100,OM-var,4.751833333
MN,electricity,wind,wind,2100,OM-var,4.751833333
MZ,electricity,wind,wind,2100,OM-var,4.751833333
MP,electricity,wind,wind,2100,OM-var,4.751833333
NL,electricity,wind,wind,2100,OM-var,4.751833333
OD,electricity,wind,wind,2100,OM-var,4.751833333
PB,electricity,wind,wind,2100,OM-var,3.26384
PC,electricity,wind,wind,2100,OM-var,4.751833333
RJ,electricity,wind,wind,2100,OM-var,3.26384
SK,electricity,wind,wind,2100,OM-var,4.751833333
TN,electricity,wind,wind,2100,OM-var,4.751833333
TR,electricity,wind,wind,2100,OM-var,4.751833333
TS,electricity,wind,wind,2100,OM-var,4.751833333
UP,electricity,wind,wind,2100,OM-var,3.26384
UK,electricity,wind,wind,2100,OM-var,3.26384
WB,electricity,wind,wind,2100,OM-var,4.751833333
