INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
IndiaIndusSharewt,,,,,,,,
,,,,,,,,
region,supplysector,subsector,apply.to,from.year,to.year,from.value,to.value,interpolation.function
TN,electricity,wind,share-weight,2020,2050,0.0005,1,linear
TR,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
TS,electricity,wind,share-weight,2020,2050,0.141414,1,linear
UK,electricity,wind,share-weight,2020,2050,0,1,linear
UP,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
WB,electricity,wind,share-weight,2020,2050,0.141414,1,linear
AN,electricity,wind,share-weight,2045,2100,1,1,fixed
AP,electricity,wind,share-weight,2045,2100,1,1,fixed
AR,electricity,wind,share-weight,2045,2100,1,1,fixed
AS,electricity,wind,share-weight,2045,2100,1,1,fixed
BR,electricity,wind,share-weight,2045,2100,1,1,fixed
CG,electricity,wind,share-weight,2045,2100,1,1,fixed
CH,electricity,wind,share-weight,2045,2100,1,1,fixed
DD,electricity,wind,share-weight,2045,2100,1,1,fixed
DL,electricity,wind,share-weight,2045,2100,1,1,fixed
DN,electricity,wind,share-weight,2045,2100,1,1,fixed
GA,electricity,wind,share-weight,2045,2100,1,1,fixed
GJ,electricity,wind,share-weight,2045,2100,1,1,fixed
HP,electricity,wind,share-weight,2045,2100,1,1,fixed
HR,electricity,wind,share-weight,2045,2100,1,1,fixed
JH,electricity,wind,share-weight,2045,2100,1,1,fixed
JK,electricity,wind,share-weight,2045,2100,1,1,fixed
KA,electricity,wind,share-weight,2045,2100,1,1,fixed
KL,electricity,wind,share-weight,2045,2100,1,1,fixed
LA,electricity,wind,share-weight,2045,2100,1,1,fixed
LD,electricity,wind,share-weight,2045,2100,1,1,fixed
MH,electricity,wind,share-weight,2045,2100,1,1,fixed
ML,electricity,wind,share-weight,2045,2100,1,1,fixed
MN,electricity,wind,share-weight,2045,2100,1,1,fixed
MP,electricity,wind,share-weight,2045,2100,1,1,fixed
MZ,electricity,wind,share-weight,2045,2100,1,1,fixed
NL,electricity,wind,share-weight,2045,2100,1,1,fixed
OD,electricity,wind,share-weight,2045,2100,1,1,fixed
PB,electricity,wind,share-weight,2045,2100,1,1,fixed
PC,electricity,wind,share-weight,2045,2100,1,1,fixed
RJ,electricity,wind,share-weight,2045,2100,1,1,fixed
SK,electricity,wind,share-weight,2045,2100,1,1,fixed
TN,electricity,wind,share-weight,2045,2100,1,1,fixed
TR,electricity,wind,share-weight,2045,2100,1,1,fixed
TS,electricity,wind,share-weight,2045,2100,1,1,fixed
UK,electricity,wind,share-weight,2045,2100,1,1,fixed
UP,electricity,wind,share-weight,2045,2100,1,1,fixed
WB,electricity,wind,share-weight,2045,2100,1,1,fixed
AN,electricity,wind,share-weight,2095,2100,1,1,fixed
AP,electricity,wind,share-weight,2095,2100,1,1,fixed
AR,electricity,wind,share-weight,2095,2100,1,1,fixed
AS,electricity,wind,share-weight,2095,2100,1,1,fixed
BR,electricity,wind,share-weight,2095,2100,1,1,fixed
CG,electricity,wind,share-weight,2095,2100,1,1,fixed
CH,electricity,wind,share-weight,2095,2100,1,1,fixed
DD,electricity,wind,share-weight,2095,2100,1,1,fixed
DL,electricity,wind,share-weight,2095,2100,1,1,fixed
DN,electricity,wind,share-weight,2095,2100,1,1,fixed
GA,electricity,wind,share-weight,2095,2100,1,1,fixed
GJ,electricity,wind,share-weight,2095,2100,1,1,fixed
HP,electricity,wind,share-weight,2095,2100,1,1,fixed
HR,electricity,wind,share-weight,2095,2100,1,1,fixed
JH,electricity,wind,share-weight,2095,2100,1,1,fixed
JK,electricity,wind,share-weight,2095,2100,1,1,fixed
KA,electricity,wind,share-weight,2095,2100,1,1,fixed
KL,electricity,wind,share-weight,2095,2100,1,1,fixed
LA,electricity,wind,share-weight,2095,2100,1,1,fixed
LD,electricity,wind,share-weight,2095,2100,1,1,fixed
MH,electricity,wind,share-weight,2095,2100,1,1,fixed
ML,electricity,wind,share-weight,2095,2100,1,1,fixed
MN,electricity,wind,share-weight,2095,2100,1,1,fixed
MP,electricity,wind,share-weight,2095,2100,1,1,fixed
MZ,electricity,wind,share-weight,2095,2100,1,1,fixed
NL,electricity,wind,share-weight,2095,2100,1,1,fixed
OD,electricity,wind,share-weight,2095,2100,1,1,fixed
PB,electricity,wind,share-weight,2095,2100,1,1,fixed
PC,electricity,wind,share-weight,2095,2100,1,1,fixed
RJ,electricity,wind,share-weight,2095,2100,1,1,fixed
SK,electricity,wind,share-weight,2095,2100,1,1,fixed
TN,electricity,wind,share-weight,2095,2100,1,1,fixed
TR,electricity,wind,share-weight,2095,2100,1,1,fixed
TS,electricity,wind,share-weight,2095,2100,1,1,fixed
UK,electricity,wind,share-weight,2095,2100,1,1,fixed
UP,electricity,wind,share-weight,2095,2100,1,1,fixed
WB,electricity,wind,share-weight,2095,2100,1,1,fixed
AN,electricity,nuclear,share-weight,2010,2020,0,0,fixed
AP,electricity,nuclear,share-weight,2010,2020,0,0,fixed
AR,electricity,nuclear,share-weight,2010,2020,0,0,fixed
AS,electricity,nuclear,share-weight,2010,2020,0,0,fixed
BR,electricity,nuclear,share-weight,2010,2020,0,0,fixed
CG,electricity,nuclear,share-weight,2010,2020,0,0,fixed
CH,electricity,nuclear,share-weight,2010,2020,0,0,fixed
DD,electricity,nuclear,share-weight,2010,2020,0,0,fixed
DL,electricity,nuclear,share-weight,2010,2020,0,0,fixed
DN,electricity,nuclear,share-weight,2010,2020,0,0,fixed
GA,electricity,nuclear,share-weight,2010,2020,0,0,fixed
GJ,electricity,nuclear,share-weight,2010,2020,0.01,0.01,fixed
HP,electricity,nuclear,share-weight,2010,2020,0,0,fixed
HR,electricity,nuclear,share-weight,2010,2020,0,0,fixed
JH,electricity,nuclear,share-weight,2010,2020,0,0,fixed
JK,electricity,nuclear,share-weight,2010,2020,0,0,fixed
KA,electricity,nuclear,share-weight,2010,2020,0.001,0.001,fixed
KL,electricity,nuclear,share-weight,2010,2020,0,0,fixed
LA,electricity,nuclear,share-weight,2010,2020,0,0,fixed
LD,electricity,nuclear,share-weight,2010,2020,0,0,fixed
MH,electricity,nuclear,share-weight,2010,2020,0.001,0.001,fixed
ML,electricity,nuclear,share-weight,2010,2020,0,0,fixed
MN,electricity,nuclear,share-weight,2010,2020,0,0,fixed
MP,electricity,nuclear,share-weight,2010,2020,0,0,fixed
MZ,electricity,nuclear,share-weight,2010,2020,0,0,fixed
NL,electricity,nuclear,share-weight,2010,2020,0,0,fixed
OD,electricity,nuclear,share-weight,2010,2020,0,0,fixed
PB,electricity,nuclear,share-weight,2010,2020,0,0,fixed
PC,electricity,nuclear,share-weight,2010,2020,0,0,fixed
RJ,electricity,nuclear,share-weight,2010,2020,0.01,0.01,fixed
SK,electricity,nuclear,share-weight,2010,2020,0,0,fixed
TN,electricity,nuclear,share-weight,2010,2020,0.01,0.01,fixed
TR,electricity,nuclear,share-weight,2010,2020,0,0,fixed
TS,electricity,nuclear,share-weight,2010,2020,0,0,fixed
UK,electricity,nuclear,share-weight,2010,2020,0,0,fixed
UP,electricity,nuclear,share-weight,2010,2020,0.01,0.01,fixed
WB,electricity,nuclear,share-weight,2010,2020,0,0,fixed
AN,electricity,nuclear,share-weight,2015,2025,0,0,fixed
AP,electricity,nuclear,share-weight,2015,2025,0,0,fixed
AR,electricity,nuclear,share-weight,2015,2025,0,0,fixed
AS,electricity,nuclear,share-weight,2015,2025,0,0,fixed
BR,electricity,nuclear,share-weight,2015,2025,0,0,fixed
CG,electricity,nuclear,share-weight,2015,2025,0,0,fixed
CH,electricity,nuclear,share-weight,2015,2025,0,0,fixed
DD,electricity,nuclear,share-weight,2015,2025,0,0,fixed
DL,electricity,nuclear,share-weight,2015,2025,0,0,fixed
DN,electricity,nuclear,share-weight,2015,2025,0,0,fixed
GA,electricity,nuclear,share-weight,2015,2025,0,0,fixed
GJ,electricity,nuclear,share-weight,2015,2025,0.0270588,0.0270588,fixed
HP,electricity,nuclear,share-weight,2015,2025,0,0,fixed
HR,electricity,nuclear,share-weight,2015,2025,0,0,fixed
JH,electricity,nuclear,share-weight,2015,2025,0,0,fixed
JK,electricity,nuclear,share-weight,2015,2025,0,0,fixed
KA,electricity,nuclear,share-weight,2015,2025,0.00152941,0.00152941,fixed
KL,electricity,nuclear,share-weight,2015,2025,0,0,fixed
LA,electricity,nuclear,share-weight,2015,2025,0,0,fixed
LD,electricity,nuclear,share-weight,2015,2025,0,0,fixed
MH,electricity,nuclear,share-weight,2015,2025,0.0270588,0.0270588,fixed
ML,electricity,nuclear,share-weight,2015,2025,0,0,fixed
MN,electricity,nuclear,share-weight,2015,2025,0,0,fixed
MP,electricity,nuclear,share-weight,2015,2025,0,0,fixed
MZ,electricity,nuclear,share-weight,2015,2025,0,0,fixed
NL,electricity,nuclear,share-weight,2015,2025,0,0,fixed
OD,electricity,nuclear,share-weight,2015,2025,0,0,fixed
PB,electricity,nuclear,share-weight,2015,2025,0,0,fixed
PC,electricity,nuclear,share-weight,2015,2025,0,0,fixed
RJ,electricity,nuclear,share-weight,2015,2025,0.0270588,0.0270588,fixed
SK,electricity,nuclear,share-weight,2015,2025,0,0,fixed
TN,electricity,nuclear,share-weight,2015,2025,0.0270588,0.0270588,fixed
TR,electricity,nuclear,share-weight,2015,2025,0,0,fixed
TS,electricity,nuclear,share-weight,2015,2025,0,0,fixed
UK,electricity,nuclear,share-weight,2015,2025,0,0,fixed
UP,electricity,nuclear,share-weight,2015,2025,0.0270588,0.0270588,fixed
WB,electricity,nuclear,share-weight,2015,2025,0,0,fixed
AN,electricity,nuclear,share-weight,2020,2100,0.1,0.1,fixed
AP,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
AR,electricity,nuclear,share-weight,2020,2100,0.1,0.1,fixed
AS,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
BR,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
CG,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
CH,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
DD,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
DL,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
DN,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
GA,electricity,nuclear,share-weight,2020,2100,0.1,0.1,fixed
GJ,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
HP,electricity,nuclear,share-weight,2020,2100,0.1,0.1,fixed
HR,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
JH,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
JK,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
KA,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
KL,electricity,nuclear,share-weight,2020,2100,0.1,0.1,fixed
LA,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
LD,electricity,nuclear,share-weight,2020,2100,0.1,0.1,fixed
MH,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
ML,electricity,nuclear,share-weight,2020,2100,0.1,0.1,fixed
MN,electricity,nuclear,share-weight,2020,2100,0.1,0.1,fixed
MP,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
MZ,electricity,nuclear,share-weight,2020,2100,0.1,0.1,fixed
NL,electricity,nuclear,share-weight,2020,2100,0.1,0.1,fixed
OD,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
PB,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
PC,electricity,nuclear,share-weight,2020,2100,0.1,0.1,fixed
RJ,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
SK,electricity,nuclear,share-weight,2020,2100,0.1,0.1,fixed
TN,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
TR,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
TS,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
UK,electricity,nuclear,share-weight,2020,2100,0.1,0.1,fixed
UP,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
WB,electricity,nuclear,share-weight,2020,2100,0.8,0.8,fixed
AN,electricity,nuclear,share-weight,2095,2100,0.1,0.1,fixed
AP,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
AR,electricity,nuclear,share-weight,2095,2100,0.1,0.1,fixed
AS,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
BR,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
CG,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
CH,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
DD,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
DL,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
DN,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
GA,electricity,nuclear,share-weight,2095,2100,0.1,0.1,fixed
GJ,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
HP,electricity,nuclear,share-weight,2095,2100,0.1,0.1,fixed
HR,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
JH,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
JK,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
KA,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
KL,electricity,nuclear,share-weight,2095,2100,0.1,0.1,fixed
LA,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
LD,electricity,nuclear,share-weight,2095,2100,0.1,0.1,fixed
MH,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
ML,electricity,nuclear,share-weight,2095,2100,0.1,0.1,fixed
MN,electricity,nuclear,share-weight,2095,2100,0.1,0.1,fixed
MP,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
MZ,electricity,nuclear,share-weight,2095,2100,0.1,0.1,fixed
NL,electricity,nuclear,share-weight,2095,2100,0.1,0.1,fixed
OD,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
PB,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
PC,electricity,nuclear,share-weight,2095,2100,0.1,0.1,fixed
RJ,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
SK,electricity,nuclear,share-weight,2095,2100,0.1,0.1,fixed
TN,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
TR,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
TS,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
UK,electricity,nuclear,share-weight,2095,2100,0.1,0.1,fixed
UP,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
WB,electricity,nuclear,share-weight,2095,2100,0.8,0.8,fixed
